name,latitude,longitude,district,neighborhood,district_id,neighborhood_id,bakery_type,is_chain,brand_name,street,house_number,postal_code,opening_hours,website,data_source,source_ids
Zuckersüß,52.4855804,13.4493198,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,Mo-Fr 06:00-17:00; Su 08:00-18:00,,OSM,node/7722029448
Backshop by Arian,52.4225805,13.5085686,Neukölln,Rudow,neukölln,rudow,artisanal,False,,Köpenicker Straße,87,12355,,,OSM,node/7733685991
Bäckerbursche,52.5176662,13.1685932,Spandau,Staaken,spandau,staaken,artisanal,False,,Sandstraße,39,13593,Mo-Sa 06:00-12:00; Su 07:00-12:00,,OSM,node/7737557094
Bäckerei Kevser,52.4709074,13.3440222,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,,,,Mo-Sa 06:00-18:00; Su 08:00-18:00,,OSM,node/7747350427
Schnell,52.5035404,13.3400431,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,,,,Mo-Sa 07:00-19:00; Su 07:00-13:00,,OSM,node/7750446094
Gragger Brot,52.5000736,13.3633703,Mitte,Tiergarten,mitte,tiergarten,artisanal,False,,Potsdamer Straße,107,10785,Mo-Fr 07:00-19:00; Sa 08:00-16:00,https://gragger.de/,OSM,node/7752603784
Cranach Bäckerei,52.4678318,13.3423595,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Cranachstraße,56,12157,"Mo-Fr 05:30-18:00; Sa 06:00-16:30; Su,PH 06:30-16:30",,OSM,node/7752689587
Hohen,52.4806705,13.3452869,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,,,,Mo-Fr 06:00-19:00; Sa 07:00-18:00; Su 08:00-18:00,,OSM,node/7761740685
Konditorei Bäckerei Café,52.4819032,13.3288193,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,Hildegardstraße,1,10715,,,OSM,node/7773837718
Aller & Liebst,52.4797277,13.325964,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,Mainzer Straße,11,10715,Di-Fr 10:00-18:00; Sa 11:00-15:00,http://www.allerundliebst.de/,OSM,node/7792491288
,52.4201908,13.4919364,Neukölln,Rudow,neukölln,rudow,artisanal,False,,,,,Mo-Sa 07:30-20:00,,OSM,node/7869305977
Der Bäcker Feihl,52.5145124,13.4755738,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,Frankfurter Allee,113-117,10365,Mo-Sa 08:00-20:00,,OSM,node/7887845845
Steinecke,52.5392806,13.2992572,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,charlottenburg-wilmersdorf,charlottenburg-nord,chain,True,Steinecke,Heckerdamm,225-231,13627,Mo-Fr 06:00-17:00; Sa 06:00-12:30; Su 07:00-11:00,,OSM,node/7997515585
Café Aux Plaisirs Patisserie,52.4850363,13.3462729,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Belziger Straße,70,10823,We-Su 10:00-17:00,http://aux-plaisirs.de,OSM,node/7998010530
Bäcker Wiedemann,52.4866551,13.3214472,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,Berliner Straße,37,10715,Mo-Fr 07:00-18:00; Sa 07:00-14:00,,OSM,node/8000598806
taktil,52.4694041,13.4336712,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Nogatstraße,38,12051,Mo off; Tu-Fr 11:00-18:00; Sa-Su 09:30-16:00,,OSM,node/8022140251
Habibi,52.481088,13.4374586,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Erkstraße,6,12043,Mo-Sa 10:00-20:00; Su 10:00-16:00,,OSM,node/8095094759
Ditsch,52.4575793,13.3201665,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,chain,True,Ditsch,Schloßstraße,34-36,12163,Mo-Sa 10:00-20:00,,OSM,node/8120989351
Delicious Back,52.4668512,13.3286058,Tempelhof-Schöneberg,Friedenau,tempelhof-schöneberg,friedenau,artisanal,False,,Bundesallee,111,12161,,,OSM,node/8122194418
Ditsch,52.4649633,13.3277762,Tempelhof-Schöneberg,Friedenau,tempelhof-schöneberg,friedenau,chain,True,Ditsch,Walther-Schreiber-Platz,1,12161,Mo-Sa 10:00-20:00,,OSM,node/8176633059
Wiener Feinbäcker Heberer,52.5039346,13.4682472,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,chain,True,Wiener Feinbäcker Heberer,,,,"Mo-Fr 05:00-19:00; Sa-Su,PH 08:00-17:00",,OSM,node/8178676364
Schäfer's,52.4669492,13.3075597,Steglitz-Zehlendorf,Dahlem,steglitz-zehlendorf,dahlem,chain,True,Schäfer's,Breitenbachplatz,14,14195,,,OSM,node/8200085128
Leumann's Konditorei,52.4857243,13.6041742,Marzahn-Hellersdorf,Mahlsdorf,marzahn-hellersdorf,mahlsdorf,artisanal,False,,Hultschiner Damm,122,12623,"Sa 06:15-11:30, Tu-Fr 06:00-18:00y; PH off",,OSM,node/8226920708
Mälzer,52.4584978,13.4249379,Neukölln,Britz,neukölln,britz,artisanal,False,,Tempelhofer Weg,11,12347,Mo-Sa 07:00-16:00,,OSM,node/8260370873
Berliner Backstuben,52.4953746,13.3343477,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,Grainauer Straße,22,10777,,,OSM,node/8264923019
JOHNs,52.5596352,13.4139361,Pankow,Pankow,pankow,pankow,artisanal,False,,Elsa-Brändström-Straße,2,13189,Mo-Fr 06:00-18:00; Sa 07:00-12:00,,OSM,node/8325878243
Harika Backproduktion,52.6058044,13.3715037,Reinickendorf,Märkisches Viertel,reinickendorf,märkisches_viertel,artisanal,False,,Zerpenschleuser Ring,30,13439,,,OSM,node/8330198880
Cafe Bäckerei Moa,52.5317743,13.3443296,Mitte,Moabit,mitte,moabit,artisanal,False,,,,,,,OSM,node/8348765322
Der Bäcker Feihl,52.4571278,13.5078077,Treptow-Köpenick,Niederschöneweide,treptow-köpenick,niederschöneweide,artisanal,False,,Schnellerstraße,21,12439,Mo-Sa 07:00-20:00,,OSM,node/8413213034
Domberger Brot-Werk,52.5891588,13.2931431,Reinickendorf,Tegel,reinickendorf,tegel,artisanal,False,,,,,,https://domberger-brot-werk.com,OSM,node/8442495424
Steinecke,52.52334,13.4568828,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,chain,True,Steinecke,Thaerstraße,28,10249,Mo-Fr 06:30-18:30; Sa 07:00-18:00; Su 07:00-12:00,,OSM,node/8444695209
Der Bäcker Feihl,52.4413967,13.5877919,Treptow-Köpenick,Köpenick,treptow-köpenick,köpenick,artisanal,False,,Pablo-Neruda-Straße,2-4,12559,,,OSM,node/8459175730
Wiener Feinbäcker Heberer,52.4582944,13.578464,Treptow-Köpenick,Köpenick,treptow-köpenick,köpenick,chain,True,Wiener Feinbäcker Heberer,Bahnhofstraße,33-38,12555,"Mo-Sa 08:00-19:00; PH,Su off",,OSM,node/8459383488
Ditsch,52.5642927,13.5048607,Lichtenberg,Neu-Hohenschönhausen,lichtenberg,neu-hohenschönhausen,chain,True,Ditsch,Prerower Platz,1,13051,,,OSM,node/8462242285
Streubel,52.5653765,13.5020969,Lichtenberg,Neu-Hohenschönhausen,lichtenberg,neu-hohenschönhausen,artisanal,False,,Barther Straße,3,13051,,,OSM,node/8462242315
KEIT Friedrichshain,52.5113703,13.4598898,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,Grünberger Straße,75,,Mo off; Tu-Fr 11:00-19:00; Sa-Su 09:00-17:00,https://www.keit.berlin/,OSM,node/8463438158
Backshop & Stehcafé,52.5697296,13.4964335,Lichtenberg,Neu-Hohenschönhausen,lichtenberg,neu-hohenschönhausen,artisanal,False,,Ribnitzer Straße,,13051,,,OSM,node/8463977993
Schäfer's,52.5651192,13.5715596,Marzahn-Hellersdorf,Marzahn,marzahn-hellersdorf,marzahn,chain,True,Schäfer's,Wittenberger Straße,76-80,12689,,,OSM,node/8464152652
Steinecke,52.5688689,13.5683097,Marzahn-Hellersdorf,Marzahn,marzahn-hellersdorf,marzahn,chain,True,Steinecke,Havemannstraße,12A,12689,,,OSM,node/8464152659
Junge,52.469743,13.4630137,Neukölln,Neukölln,neukölln,neukölln,chain,True,Junge,,,,Mo-Su 06:30-16:00,,OSM,node/8464276494
Wiener Feinbäcker Heberer,52.5109496,13.4016361,Mitte,Mitte,mitte,mitte,chain,True,Wiener Feinbäcker Heberer,Leipziger Straße,51,10117,Mo-Fr 06:00-19:00; Sa 07:00-15:00; Su 08:00-14:00,https://heberer.de,OSM,node/8467710402
Wriezener Backstube,52.5556609,13.5610515,Marzahn-Hellersdorf,Marzahn,marzahn-hellersdorf,marzahn,artisanal,False,,Mehrower Allee,22,12687,,,OSM,node/8487216787
Backshop,52.5602165,13.4603387,Pankow,Weißensee,pankow,weißensee,artisanal,False,,Pasedagplatz,4,13088,,,OSM,node/8491567695
Tortulla-Motivtorten,52.5249686,13.3262256,Mitte,Moabit,mitte,moabit,artisanal,False,,,,,,,OSM,node/8587228957
Bäckerei Melidio,52.4970107,13.3076788,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,,,,Mo-Fr 07:00-18:00; Sa 07:00-12:00; Su 08:00-13:00,,OSM,node/8648006250
Amore Bäckerei,52.5003126,13.3007999,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,artisanal,False,,,,,,,OSM,node/8651327938
Scholz,52.4569621,13.580852,Treptow-Köpenick,Köpenick,treptow-köpenick,köpenick,chain,True,Christian Scholz,Borgmannstraße,6,12555,Mo-Fr 06:00-17:30; Sa 06:00-11:30; Su 07:00-11:00,http://baecker-scholz.de/,OSM,node/8678728795
EDEKA Backstube,52.4874134,13.518566,Lichtenberg,Karlshorst,lichtenberg,karlshorst,artisanal,False,,,,,Mo-Sa 07:00-21:00; Su 08:00-12:00,,OSM,node/8690382951
Café Alice,52.4775945,13.4236835,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Weisestraße,15,12049,"Mo-Fr 07:00-17:00; Sa,Su 08:00-17:00",https://www.cafealiceberlin.de,OSM,node/8739048021
Kuchen Zeit,52.4501775,13.3231409,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,artisanal,False,,Birkbuschstraße,84,,Mo-Su 10:00-17:00,,OSM,node/8744143716
Thoben's Backwaren,52.5217738,13.165123,Spandau,Staaken,spandau,staaken,artisanal,False,,Obstallee,28-30,13593,,,OSM,node/8772451534
Chocolate & Cheese II,52.4562649,13.433283,Neukölln,Britz,neukölln,britz,artisanal,False,,,,,06:00-20:00,,OSM,node/8805464366
Schäfer's Glasufercafè,52.4967131,13.4669548,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,chain,True,Schäfer's,Alt-Stralau,66,,Mo-Sa 07:00-20:00,https://www.schaefers-brot.de/,OSM,node/8825296306
Steinecke,52.5160772,13.3318274,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,chain,True,Steinecke,,,,Mo-Fr 06:00-19:00; Sa 07:00-17:00; Su 08:00-12:00,https://www.steinecke.info/,OSM,node/8889350800
Dolci e Salati,52.537856,13.1852118,Spandau,Spandau,spandau,spandau,artisanal,False,,,,,,,OSM,node/8910477734
Frühstücks-Cafe-Bäckerei,52.5405028,13.3907485,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,,,,,,OSM,node/8929005318
Öz Ege 2,52.4811532,13.4247023,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,,,OSM,node/9031963459
Cookie Couture,52.5246916,13.4046143,Mitte,Mitte,mitte,mitte,artisanal,False,,,,,,,OSM,node/9049145387
Bäckerei Wahl,52.4331471,13.5355134,Treptow-Köpenick,Adlershof,treptow-köpenick,adlershof,chain,True,Bäckerei Wahl,,,,Mo-Sa 07:00-20:00,https://www.baeckerwahl.de/,OSM,node/9060750770
Bäckerei Wahl,52.4551737,13.5145579,Treptow-Köpenick,Niederschöneweide,treptow-köpenick,niederschöneweide,chain,True,Bäckerei Wahl,,,,Mo-Fr 06:00-18:00; Sa 06:30-12:00,,OSM,node/9060750771
Bäckerei Wahl,52.4515494,13.5299871,Treptow-Köpenick,Niederschöneweide,treptow-köpenick,niederschöneweide,chain,True,Bäckerei Wahl,,,,Mo-Sa 06:00-19:00,,OSM,node/9060750772
Don Nacho,52.4682355,13.4421766,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,,,,,,OSM,node/9160309915
Neumanns um die Ecke,52.5105096,13.4580187,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,Krossener Straße,18a,,Mo-Su 08:00-18:00,,OSM,node/9229648076
Edeka Backstube,52.4967816,13.2900882,Charlottenburg-Wilmersdorf,Halensee,charlottenburg-wilmersdorf,halensee,artisanal,False,,Kurfürstendamm,129,10711,Mo-Sa 06:00-20:00,,OSM,node/9268115216
Maître vite,52.5896866,13.2819845,Reinickendorf,Tegel,reinickendorf,tegel,artisanal,False,,Alt-Tegel,4,13507,"Mar-Oct: Mo-Su 07:00-18:00; Nov-Feb: Mo-Su 07:00-17:00; Sa,Su 08:00-17:00",http://www.maitrevite.com,OSM,node/9271861870
Cafe Karadeniz,52.493247,13.3932687,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Solmsstraße,47,10961,,,OSM,node/9303528765
Bäcker Hennig,52.5142914,13.5834796,Marzahn-Hellersdorf,Kaulsdorf,marzahn-hellersdorf,kaulsdorf,artisanal,False,,,,,,,OSM,node/9347493834
Dr. Back Shop,52.5420074,13.370383,Mitte,Gesundbrunnen,mitte,gesundbrunnen,artisanal,False,,Schönwalder Straße,17,13347,,,OSM,node/9395604410
Di Munay,52.4895468,13.3486738,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Grunewaldstraße,26,10823,Mo-Fr 06:00-16:00; Sa 07:00-16:00; Su 10:00-14:00,,OSM,node/9421237666
Morgenlaune,52.4890286,13.348891,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,Eisenacher Straße,43,10823,,,OSM,node/9421237670
Cafe Pause,52.5398038,13.1425982,Spandau,Staaken,spandau,staaken,artisanal,False,,,,,"Mo-Fr 05:00-18:30; Sa,Su 05:00-17:30",,OSM,node/9423589801
Ditsch,52.5400814,13.4393253,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,chain,True,Ditsch,,,,"Mo-Fr 05:00-20:00; Sa,Su,PH 09:00-17:00",https://www.ditsch.de,OSM,node/9431417940
Linden Markt,52.5499454,13.4626297,Pankow,Weißensee,pankow,weißensee,artisanal,False,,Lindenallee,56,13088,Mo-Fr 07:00-19:00; Sa 07:00-16:00; Su 07:00-13:00,,OSM,node/9431583525
U-Back Sandwich & Coffee,52.5364756,13.265471,Spandau,Siemensstadt,spandau,siemensstadt,artisanal,False,,Nonnendammallee,80,13629,Mo-Fr 05:00-18:00; PH off,,OSM,node/9490105290
Backwerk,52.5485687,13.4529966,Pankow,Weißensee,pankow,weißensee,chain,True,BackWerk,Berliner Allee,50,13088,Mo-Fr 06:30-18:00; Sa-Su 07:00-17:00,,OSM,node/9492136446
Backshop,52.5472527,13.4245901,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,Wichertstraße,51,10439,,,OSM,node/9565946818
Backshop an der Waterkant,52.5553928,13.2255445,Spandau,Haselhorst,spandau,haselhorst,artisanal,False,,,,,Mo-Fr 06:00-17:00; Sa 07:00-16:00; Su 08:00-16:00,,OSM,node/9584532984
Marlena's Rosa Backhaus,52.5268274,13.1799347,Spandau,Wilhelmstadt,spandau,wilhelmstadt,artisanal,False,,,,,Mo-Fr 06:00-12:00; Sa 07:00-11:00; Su 08:00-11:00,,OSM,node/9588535556
Steinecke,52.5686307,13.5564277,Marzahn-Hellersdorf,Marzahn,marzahn-hellersdorf,marzahn,chain,True,Steinecke,,,,Mo-Sa 07:00-20:00,,OSM,node/9595410699
Fit Cake,52.5118956,13.3072481,Charlottenburg-Wilmersdorf,Charlottenburg,charlottenburg-wilmersdorf,charlottenburg,chain,True,"No Sugar GmbH, Rebal El Banna",Bismarckstraße,38,10627,,http://fit-cake.de/,OSM,node/9651559580
Junge,52.3868791,13.3994682,Tempelhof-Schöneberg,Lichtenrade,tempelhof-schöneberg,lichtenrade,chain,True,Junge,,,,"Mo-Fr 07:00-18:00; Sa,Su 07:00-17:00",,OSM,node/9653143653
Ma Maison,52.4365933,13.3504707,Steglitz-Zehlendorf,Lankwitz,steglitz-zehlendorf,lankwitz,artisanal,False,,Bruchwitzstraße,32,12247,Mo-Fr 06:00-16:30; Sa-Su 07:00-13:00; PH 07:00-13:00,,OSM,node/9653902618
Wiener Feinbäcker,52.4856721,13.3559088,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,chain,True,Wiener Feinbäcker Heberer,,,,,,OSM,node/9661594881
Backshop,52.5742428,13.3467522,Reinickendorf,Reinickendorf,reinickendorf,reinickendorf,artisanal,False,,,,,,,OSM,node/9675667738
Thoben,52.4759303,13.2895892,Charlottenburg-Wilmersdorf,Schmargendorf,charlottenburg-wilmersdorf,schmargendorf,artisanal,False,,,,,"Mo-Su,PH 08:00-17:00",,OSM,node/9719189710
Mom`s Bakery,52.4533525,13.5392252,Treptow-Köpenick,Niederschöneweide,treptow-köpenick,niederschöneweide,artisanal,False,,,,,Mo-Sa 05:00-19:00; Su 08:00-13:00,,OSM,node/9749141028
Märkisch Edel,52.6184934,13.486457,Pankow,Karow,pankow,karow,artisanal,False,,,,,Mo-Fr 07:00-18:00; Sa 07:00-14:00,,OSM,node/9766265727
Schäfer's,52.4025564,13.5246473,Treptow-Köpenick,Altglienicke,treptow-köpenick,altglienicke,chain,True,Schäfer's,Siriusstraße,1,12524,,,OSM,node/9775829187
Backshop,52.472876,13.3069669,Charlottenburg-Wilmersdorf,Wilmersdorf,charlottenburg-wilmersdorf,wilmersdorf,artisanal,False,,Wiesbadener Straße,50A,14197,Mo-Fr 06:00-15:00; Sa 07:00-13:00; Su 08:00-11:00,,OSM,node/9793732714
Steinecke,52.518581,13.4968709,Lichtenberg,Lichtenberg,lichtenberg,lichtenberg,chain,True,Steinecke,Gotlindestraße,40A,10365,Mo-Sa 06:00-20:00; Su 07:30-10:00,,OSM,node/9797339524
Freunde Back,52.4459118,13.3857543,Tempelhof-Schöneberg,Mariendorf,tempelhof-schöneberg,mariendorf,artisanal,False,,,,,,,OSM,node/9815364448
Der Bäcker Feihl,52.5901405,13.2868041,Reinickendorf,Tegel,reinickendorf,tegel,artisanal,False,,,,,,,OSM,node/9816595280
Bir-Tat,52.495282,13.4297422,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,,,,,,OSM,node/9841422982
Fresh Bäckerei,52.5237794,13.386398,Mitte,Mitte,mitte,mitte,artisanal,False,,Reinhardtstraße,8,10117,,http://www.fresh-bakery.de/,OSM,node/9860152924
Sezer Späti & Backshop,52.445599,13.3826864,Tempelhof-Schöneberg,Mariendorf,tempelhof-schöneberg,mariendorf,artisanal,False,,Kaiserstraße,115,12105,,,OSM,node/9879638294
Le Bretagne,52.487306,13.3447729,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,chain,True,Le Bretagne Karl Reuschle KG,Martin-Luther-Straße,84,10825,Mo-Fr 08:00-15:00; Sa 09:00-13:00; Su off,,OSM,node/9905944451
BioBackHaus.,52.5340178,13.1958919,Spandau,Spandau,spandau,spandau,artisanal,False,,,,,,,OSM,node/9923047611
Steinecke,52.5348182,13.1758959,Spandau,Spandau,spandau,spandau,chain,True,Steinecke,,,,,,OSM,node/9923049390
Tillmann's Café Krone,52.4383373,13.2327332,Steglitz-Zehlendorf,Zehlendorf,steglitz-zehlendorf,zehlendorf,chain,True,Bio Konditorei Tillmann,,,,"Mo-Fr 07:00-18:00; Sa,Su 08:00-18:00",,OSM,node/9934417439
Bäckerei Neumanns,52.51294,13.4705194,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,Weichselstraße,32,10247,"We-Fr 08:00-18:00; Sa,Su 08:00-15:30",https://www.neumanns.berlin/,OSM,node/9963187512
Steinecke,52.5125976,13.396862,Mitte,Mitte,mitte,mitte,chain,True,Steinecke,,,,,,OSM,node/9970177444
Bäckerbistro,52.5362455,13.5255447,Marzahn-Hellersdorf,Marzahn,marzahn-hellersdorf,marzahn,artisanal,False,,,,,,,OSM,node/9975474258
Tobi's Back & Snack,52.4510899,13.385101,Tempelhof-Schöneberg,Mariendorf,tempelhof-schöneberg,mariendorf,artisanal,False,,,,,Mo-Sa 07:00-15:00; Su 08:00-15:00; PH off,,OSM,node/9982887210
Edeka Backstube,52.444005,13.336075,Steglitz-Zehlendorf,Lankwitz,steglitz-zehlendorf,lankwitz,chain,True,Edeka,,,,Mo-Sa 07:00-20:00,,OSM,node/9986728501
Back Mühle & Bistro Sari,52.5807159,13.4033543,Pankow,Niederschönhausen,pankow,niederschönhausen,artisanal,False,,Hermann-Hesse-Straße,1,,Mo-Fr 05:30-17:00; Sa 06:00-15:00; Su 07:00-16:00,,OSM,node/9990504117
Hevida,52.5100758,13.4606927,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,artisanal,False,,,,,,,OSM,node/10057169547
Bäcker Wiedemann,52.4646931,13.3269166,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,artisanal,False,,Schloßstraße,1,12163,Mo-Sa 08:00-20:00,https://baecker-wiedemann.de/filialen/steglitz-zehlendorf-ekz-forum-steglitz,OSM,node/10057200166
Kross Back Cafe,52.4736334,13.4555781,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Saalestraße,41,12055,Mo-Fr 05:00-19:00; Sa-Su 08:00-16:00,,OSM,node/10077546549
Greifswalder Backshop,52.5324165,13.4281959,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,Greifswalder Straße,209,10405,,,OSM,node/10103313144
Beumer & Lutum,52.5030441,13.3944354,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,chain,True,Beumer & Lutum,Fromet-und-Moses-Mendelssohn-Platz,9,10969,"Mo-Fr 08:00-18:00; Sa,Su 08:00-17:00",,OSM,node/10111578840
,52.521002,13.5888761,Marzahn-Hellersdorf,Hellersdorf,marzahn-hellersdorf,hellersdorf,artisanal,False,,,,,,,OSM,node/10167319528
Gallwitz Bäckerei,52.431099,13.34628,Steglitz-Zehlendorf,Lankwitz,steglitz-zehlendorf,lankwitz,artisanal,False,,Gallwitzallee,54,12249,Mo-Fr 06:00-18:00; Sa 08:00-16:00; Su 09:00-16:00,,OSM,node/10182450279
Ditsch,52.5211849,13.4116844,Mitte,Mitte,mitte,mitte,chain,True,Ditsch,,,,Mo-Fr 04:00-21:00; Sa 05:00-20:00; Su 08:00-19:00,,OSM,node/10185196711
Steinecke,52.5039562,13.4497194,Friedrichshain-Kreuzberg,Friedrichshain,friedrichshain-kreuzberg,friedrichshain,chain,True,Steinecke,,,,Mo-Fr 06:00-19:00; Sa 07:00-13:00; Su off,,OSM,node/10201733109
Le Crobag,52.4555697,13.3225793,Steglitz-Zehlendorf,Steglitz,steglitz-zehlendorf,steglitz,chain,True,Le Crobag,,,,Mo-Fr 05:00-18:00,,OSM,node/10225139433
Feinbäckerei Hollschewski,52.4705014,13.5721976,Treptow-Köpenick,Köpenick,treptow-köpenick,köpenick,artisanal,False,,,,,"Mo-Fr 07:00-18:00; Sa, Su 07:00-11:00",,OSM,node/10308892494
Kiezbäckerei,52.4916038,13.364404,Tempelhof-Schöneberg,Schöneberg,tempelhof-schöneberg,schöneberg,artisanal,False,,,,,Mo-Sa 05:30-18:00; Su 06:00-18:00,,OSM,node/10310498237
Schäfer's,52.4381599,13.5482798,Treptow-Köpenick,Adlershof,treptow-köpenick,adlershof,chain,True,Schäfer's,,,,"Mo-Sa 08:00-18:00; Su,PH off",https://www.schaefers-brot.de/,OSM,node/10312100228
Nadine Backshop,52.5491799,13.3487501,Mitte,Wedding,mitte,wedding,artisanal,False,,Seestraße,103,,Mo-Fr 06:00-15:00; Sa-Su 06:00-14:00,,OSM,node/10313697458
Backshop Metropol,52.539697,13.4323392,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,,,,Mo-Fr 07:00-18:00,,OSM,node/10314356479
The Sanctuary,52.528851,13.3945104,Mitte,Mitte,mitte,mitte,chain,True,Sanctuary Vegane Bäckerei GmbH,Torstraße,175,10115,Tu-Su 09:30-18:00; Su 10:00-18:00,https://thesanctuaryberlin.com,OSM,node/10575380292
Back & Coffee,52.4535329,13.5095737,Treptow-Köpenick,Johannisthal,treptow-köpenick,johannisthal,artisanal,False,,,,,Mo-Fr 05:00-18:00,,OSM,node/10632715484
Premium Bakery GmbH,52.601247,13.3382193,Reinickendorf,Wittenau,reinickendorf,wittenau,artisanal,False,,Eichhorster Weg,61,13435,,,OSM,node/10636643577
Schneeglöckchen Bäckerei & Konditorei,52.460447,13.4369656,Neukölln,Britz,neukölln,britz,artisanal,False,,,,,,,OSM,node/10678506513
Freundliche Bäckerei,52.4606518,13.4353956,Neukölln,Britz,neukölln,britz,artisanal,False,,,,,Mo-Fr 06:00+,,OSM,node/10678509087
Rama's Back & Eis,52.609386,13.3353288,Reinickendorf,Waidmannslust,reinickendorf,waidmannslust,artisanal,False,,,,,Su-Fr 06:30-14:00,,OSM,node/10681146555
Schnell,52.5199144,13.4862274,Lichtenberg,Lichtenberg,lichtenberg,lichtenberg,artisanal,False,,Bornitzstraße,46,10365,,,OSM,node/10686832003
Bacy‘s,52.5083706,13.3751483,Mitte,Tiergarten,mitte,tiergarten,artisanal,False,,,,,,,OSM,node/10693118854
Wustrower Back & Snack,52.5663864,13.5084995,Lichtenberg,Neu-Hohenschönhausen,lichtenberg,neu-hohenschönhausen,artisanal,False,,,,,,,OSM,node/10695279155
Rialda,52.5511264,13.4184986,Pankow,Prenzlauer Berg,pankow,prenzlauer_berg,artisanal,False,,,,,Mo-Sa 06:00-23:30; Su 07:00-23:30,,OSM,node/10698856450
Schafer's,52.5973411,13.2956637,Reinickendorf,Tegel,reinickendorf,tegel,artisanal,False,,,,,,,OSM,node/10709747699
Ditsch,52.5846548,13.2857624,Reinickendorf,Tegel,reinickendorf,tegel,chain,True,Ditsch,,,,,,OSM,node/10710019777
Backstube,52.4866369,13.3922364,Friedrichshain-Kreuzberg,Kreuzberg,friedrichshain-kreuzberg,kreuzberg,artisanal,False,,Fidicinstraße,17,,,,OSM,node/10711615420
Mr. Bäcker,52.5402524,13.3699268,Mitte,Wedding,mitte,wedding,artisanal,False,,,,,,,OSM,node/10733516692
Torten by Akram,52.4652442,13.4261077,Neukölln,Neukölln,neukölln,neukölln,artisanal,False,,Silbersteinstraße,115,,,,OSM,node/10759407123
