id,district_id,name,latitude,longitude,geometry,neighborhood,district,neighborhood_id,source,source_layer,external_id,primary_source,source_ids,school_name,school_type,school_subtype,grades_offered,is_primary,is_secondary,is_vocational,is_special_needs,languages,has_all_day_program,address,street,house_number,postal_code,city,ownership,official_school_id,is_barrier_free,accessibility_notes,phone,email,website,last_source_update,last_ingested_at,is_active,lat,lon,has_district,has_neighborhood
25146960,11005005,Schule am Gartenfeld - Filialstandort,52.5271313845638,13.188498564177902,"POLYGON ((13.1885879 52.5274289, 13.1882604 52.526994, 13.1882451 52.5269735, 13.1882212 52.5269429, 13.188185 52.5268964, 13.1884081 52.5268336, 13.1888112 52.5273661, 13.1885879 52.5274289))",0509,Spandau,Wilhelmstadt,OSM,OSM_SCHOOLS,05S03b,OSM_SCHOOLS,way:25146960,Schule am Gartenfeld - Filialstandort,,,,,,,,,,"Seecktstraße 2, 13581 Berlin",Seecktstraße,2,13581,Berlin,,,,,,,,,,True,52.5271313845638,13.188498564177902,True,True
25310181,11007007,ehem. Gustav-Heinemann-Oberschule,52.40702079164629,13.346066573298257,"POLYGON ((13.3438231 52.4073362, 13.3448573 52.4076414, 13.3450433 52.4076957, 13.3464271 52.4080996, 13.3466154 52.4081074, 13.346746 52.4081031, 13.3470918 52.4075895, 13.3472821 52.4072622, 13.3476584 52.406713, 13.3478419 52.4064642, 13.3478657 52.4064319, 13.3478935 52.4063976, 13.3470995 52.4061563, 13.3470531 52.4061424, 13.3470185 52.4061322, 13.3463918 52.4059523, 13.3463076 52.4059806, 13.3461505 52.4059326, 13.3453265 52.4064306, 13.345013 52.4066288, 13.3449827 52.4066201, 13.3438231 52.4073362))",0705,Tempelhof-Schöneberg,Marienfelde,OSM,OSM_SCHOOLS,07K03b,OSM_SCHOOLS,way:25310181,ehem. Gustav-Heinemann-Oberschule,,,,,,,,,,"Waldsassener Straße 62, 12279 Berlin",Waldsassener Straße,62,12279,Berlin,,,,,,,https://gho.berlin/,,,True,52.40702079164629,13.346066573298257,True,True
25341672,11012012,Gustav-Freytag-Schule,52.570465117768165,13.365800365656792,"POLYGON ((13.36604 52.5711825, 13.3655019 52.5714103, 13.365111 52.5712506, 13.3649533 52.5711862, 13.3649263 52.5711752, 13.3647408 52.5710995, 13.3645152 52.5710073, 13.3642747 52.5709091, 13.3644757 52.5707277, 13.3645116 52.5706953, 13.3652054 52.570063, 13.3653046 52.5699717, 13.3653499 52.5699192, 13.3657254 52.5694775, 13.3665393 52.5697634, 13.3667956 52.5698534, 13.3670522 52.5699436, 13.367379 52.57006, 13.3661273 52.5711093, 13.36604 52.5711825))",1201,Reinickendorf,Reinickendorf,OSM,OSM_SCHOOLS,12K05,OSM_SCHOOLS,way:25341672,Gustav-Freytag-Schule,,,,,,,,,,"Breitkopfstraße 68, 13409 Berlin",Breitkopfstraße,68,13409,Berlin,,,,,+4930 4958031,gustav.freytag.schule@gmail.com,http://www.gustav-freytag-schule.de,,,True,52.570465117768165,13.365800365656792,True,True
25492400,11006006,Max-von-Laue Oberschule,52.43647985144716,13.305947579075127,"POLYGON ((13.3058138 52.4374166, 13.3053439 52.4372262, 13.3059403 52.4366792, 13.3056862 52.4365763, 13.3055888 52.4366656, 13.3053189 52.4365563, 13.3054768 52.4364114, 13.305182 52.436292, 13.3053789 52.4361114, 13.3054887 52.4361559, 13.3062127 52.4354919, 13.3066126 52.435654, 13.305917 52.4362918, 13.3066961 52.4366076, 13.3058138 52.4374166))",0602,Steglitz-Zehlendorf,Lichterfelde,OSM,OSM_SCHOOLS,06K08,OSM_SCHOOLS,way:25492400,Max-von-Laue Oberschule,,,,,,,,,,"Dürerstraße 27, 12203 Berlin",Dürerstraße,27,12203,Berlin,Bezirksamt Steglitz-Zehlendorf von Berlin,,,,+49 30 84414920,sekretariat@mvl.schule.berlin.de,http://www.max-von-laue-schule.de/,,,True,52.43647985144716,13.305947579075127,True,True
25492450,11006006,Droste-Hülshoff-Oberschule,52.42834443084979,13.257428599996512,"POLYGON ((13.2564951 52.4288312, 13.2565137 52.4288316, 13.2565369 52.4288283, 13.2565604 52.4288263, 13.2566051 52.4288305, 13.2567362 52.428847, 13.2568158 52.4288707, 13.2568643 52.4288754, 13.2577733 52.428975, 13.2578203 52.4289801, 13.2578861 52.4287668, 13.2579173 52.4287708, 13.2579621 52.4286347, 13.2585908 52.4287044, 13.2587606 52.428086, 13.2587043 52.4280783, 13.2582552 52.4280029, 13.2577977 52.4279204, 13.2574075 52.4278362, 13.2569974 52.4277468, 13.2569908 52.4277335, 13.2568858 52.4277475, 13.25634 52.4278239, 13.256439 52.4285164, 13.2564951 52.4288312))",0604,Steglitz-Zehlendorf,Zehlendorf,OSM,OSM_SCHOOLS,06Y02,OSM_SCHOOLS,way:25492450,Droste-Hülshoff-Oberschule,,,,,,,,,,"Schönower Straße 8, 14165 Berlin",Schönower Straße,8,14165,Berlin,,,,,,,,,,True,52.42834443084979,13.257428599996512,True,True
25492663,11007007,Solling Oberschule,52.41374199175957,13.36585306453566,"POLYGON ((13.3675137 52.4134603, 13.3671291 52.4135763, 13.3670642 52.4135961, 13.3668983 52.4136474, 13.3667258 52.413424, 13.3666013 52.4134629, 13.3663353 52.4131036, 13.3650961 52.413453, 13.3650474 52.4134667, 13.3648666 52.4135182, 13.364666 52.4132256, 13.3642981 52.4133252, 13.3645472 52.4136886, 13.3648446 52.4141239, 13.3650511 52.4144208, 13.3652081 52.4143817, 13.3662395 52.4141278, 13.367099 52.4139073, 13.3671222 52.4139362, 13.3672035 52.413912, 13.3676415 52.4137775, 13.3677467 52.4137441, 13.3675137 52.4134603))",0705,Tempelhof-Schöneberg,Marienfelde,OSM,OSM_SCHOOLS,07K05,OSM_SCHOOLS,way:25492663,Solling Oberschule,,,,,,,,,,"Alt-Marienfelde 52, 12277 Berlin",Alt-Marienfelde,52,12277,Berlin,Bezirksamt Tempelhof-Schöneberg von Berlin,,,,+49 30 902777453,,http://www.solling-schule.de/,,,True,52.41374199175957,13.36585306453566,True,True
25538670,11012012,Bertha-von-Suttner-Oberschule,52.57191763598465,13.36846133515257,"POLYGON ((13.3682881 52.5726748, 13.3697867 52.572026, 13.3687436 52.5711349, 13.3686456 52.5711277, 13.3670029 52.572022, 13.3680912 52.5724643, 13.3682881 52.5726748))",1201,Reinickendorf,Reinickendorf,OSM,OSM_SCHOOLS,12Y02,OSM_SCHOOLS,way:25538670,Bertha-von-Suttner-Oberschule,,,,,,,,,,"Reginhardstraße 172, 13409",Reginhardstraße,172,13409,,,,,,+4930 491 60 57,verwaltung@bvs-os.de,https://www.bertha-von-suttner.de/,,,True,52.57191763598465,13.36846133515257,True,True
25729698,11008008,Kepler-Schule,52.46769871596767,13.464816756123195,"POLYGON ((13.4638053 52.4675195, 13.4645578 52.4670861, 13.4651835 52.4674867, 13.4658082 52.46785, 13.4657538 52.4678865, 13.4656307 52.4679693, 13.4655713 52.4680053, 13.4655947 52.4680196, 13.4651011 52.4683138, 13.4646549 52.4680403, 13.4644039 52.4678846, 13.4638053 52.4675195))",0801,Neukölln,Neukölln,OSM,OSM_SCHOOLS,08K12,OSM_SCHOOLS,way:25729698,Kepler-Schule,,,,,,,,,,"Zwillingestraße 21-19, 12057 Berlin",Zwillingestraße,21-19,12057,Berlin,Bezirksamt Neukölln von Berlin,,,,+49-30-68092064,,http://www.kepler.cidsnet.de,,,True,52.46769871596767,13.464816756123195,True,True
25823723,11011011,Gutenberg-Oberschule,52.53660707939973,13.484119700039685,"POLYGON ((13.4843678 52.53638, 13.4844709 52.5364461, 13.4843825 52.5364972, 13.4844491 52.5365398, 13.4844096 52.5365626, 13.4844645 52.5365977, 13.4843831 52.5366448, 13.4843276 52.5366093, 13.4842926 52.5366295, 13.4842242 52.5365857, 13.4839006 52.5367727, 13.4837687 52.5368489, 13.4836679 52.5367844, 13.4843678 52.53638))",1110,Lichtenberg,Alt-Hohenschönhausen,OSM,OSM_SCHOOLS,11K04,OSM_SCHOOLS,way:25823723,Gutenberg-Oberschule,,,,,,,,,,,,,,,,,,,,,,,,True,52.53660707939973,13.484119700039685,True,True
25823867,11011011,Grundschule Am Wilhelmsberg,52.537058337123504,13.48323651710891,"POLYGON ((13.4834855 52.5368278, 13.4835939 52.5368967, 13.4835071 52.5369472, 13.4835718 52.5369883, 13.4835345 52.53701, 13.4835876 52.5370437, 13.4835056 52.5370914, 13.4834519 52.5370573, 13.4834158 52.5370782, 13.4833494 52.537036, 13.4830201 52.5372277, 13.4828899 52.5373035, 13.4827839 52.5372362, 13.4834855 52.5368278))",1110,Lichtenberg,Alt-Hohenschönhausen,OSM,OSM_SCHOOLS,11G18,OSM_SCHOOLS,way:25823867,Grundschule Am Wilhelmsberg,,,,,,,,,,,,,,,,,,,,,,,,True,52.537058337123504,13.48323651710891,True,True
25843500,11003003,Grundschule am Weißensee,52.55427271849162,13.477135545168425,"POLYGON ((13.4765826 52.5547349, 13.4766261 52.5547556, 13.4767941 52.5547622, 13.4769026 52.5547664, 13.4773429 52.5547986, 13.4775198 52.5548135, 13.4775372 52.5547418, 13.4777185 52.5547521, 13.4778583 52.5540086, 13.4778223 52.5537929, 13.4771487 52.5538242, 13.4771485 52.5538331, 13.4767898 52.5538481, 13.4767818 52.5537899, 13.4764438 52.5538068, 13.4763897 52.5538095, 13.4764748 52.5545097, 13.4765473 52.5545064, 13.4765826 52.5547349))",0302,Pankow,Weißensee,OSM,OSM_SCHOOLS,03G17b,OSM_SCHOOLS,way:25843500,Grundschule am Weißensee,,,,,,,,,,"Falkenberger Straße 31, 13088 Berlin",Falkenberger Straße,31,13088,Berlin,,,,,,,https://www.grundschuleamweissensee.de/,,,True,52.55427271849162,13.477135545168425,True,True
26298848,11003003,Primo-Levi-Gymnasium Haus A,52.55114541166338,13.454128746463834,"POLYGON ((13.4549684 52.5511608, 13.454664 52.550785, 13.454504 52.5508323, 13.4540721 52.5509611, 13.4540123 52.5508829, 13.4536879 52.5509808, 13.4535474 52.5510228, 13.4535684 52.5510487, 13.4533378 52.5511206, 13.4536347 52.5515242, 13.4549684 52.5511608))",0302,Pankow,Weißensee,OSM,OSM_SCHOOLS,03Y14,OSM_SCHOOLS,way:26298848,Primo-Levi-Gymnasium Haus A,,,,,,,,,,"Pistoriusstraße 133, 13086",Pistoriusstraße,133,13086,,,,,,+49 30 9290168-111,sekretariat-hausa@plg-berlin.de,https://plg-berlin.de,,,True,52.55114541166338,13.454128746463834,True,True
27041073,,Grundschule am Sandsteinweg,52.42032530791294,13.406040118755238,"POLYGON ((13.4051085 52.4186758, 13.4051631 52.4186443, 13.4052218 52.4186197, 13.4057673 52.418706, 13.4063465 52.4187634, 13.4063221 52.418906, 13.4063057 52.4190533, 13.4063112 52.4191884, 13.4063155 52.4193242, 13.4063458 52.4194643, 13.4063977 52.4196254, 13.4064425 52.4197237, 13.4064716 52.4197875, 13.4065721 52.4199462, 13.4066953 52.4200927, 13.4068367 52.4202386, 13.4070041 52.4203747, 13.4071962 52.4205042, 13.4071119 52.4206284, 13.4070996 52.4206464, 13.4081876 52.4209347, 13.4081744 52.4213494, 13.4078112 52.4214001, 13.4054579 52.4217289, 13.4048262 52.4200345, 13.4048132 52.419993, 13.4043367 52.4198699, 13.4048395 52.4191635, 13.4049368 52.4190014, 13.4051085 52.4186758))",,,,OSM,OSM_SCHOOLS,08G30,OSM_SCHOOLS,way:27041073,Grundschule am Sandsteinweg,,,,,,,,,,"Hornblendeweg 2, 12349 Berlin",Hornblendeweg,2,12349,Berlin,Bezirksamt Neukölln von Berlin,,,,,,,,,True,52.42032530791294,13.406040118755238,False,False
27051480,11009009,Freie Montessori Schule,52.4276793018314,13.595878997424226,"POLYGON ((13.5964352 52.428299, 13.5966502 52.4279253, 13.5972053 52.42716, 13.5948605 52.4271581, 13.5949023 52.42749, 13.5949589 52.4277355, 13.5949325 52.4282877, 13.5951723 52.4282935, 13.5951773 52.4282694, 13.5964352 52.428299))",0910,Treptow-Köpenick,Köpenick,OSM,OSM_SCHOOLS,09P06,OSM_SCHOOLS,way:27051480,Freie Montessori Schule,,,,,,,,,,,,,,,,,,,+4930 330999001,post@montessori-schule-berlin.de,https://www.montessori-schule-berlin.de/,,,True,52.4276793018314,13.595878997424226,True,True
27052012,11009009,W-I-R Grundschule Pfefferwerk,52.43788149749046,13.590098796743826,"POLYGON ((13.5903613 52.4383299, 13.5905159 52.4381071, 13.5905721 52.4380582, 13.5906398 52.4380208, 13.5912949 52.4377339, 13.5912943 52.4377214, 13.5910159 52.4375825, 13.5904947 52.4374056, 13.5902643 52.4373569, 13.5901662 52.4373797, 13.5896343 52.4376831, 13.5894485 52.4378966, 13.5893986 52.4379532, 13.5889611 52.4378393, 13.5889356 52.4378768, 13.5888029 52.4380634, 13.5894843 52.4382463, 13.5900274 52.4383414, 13.5902604 52.4383852, 13.5903335 52.4383989, 13.5903613 52.4383299))",0910,Treptow-Köpenick,Köpenick,OSM,OSM_SCHOOLS,09P15,OSM_SCHOOLS,way:27052012,W-I-R Grundschule Pfefferwerk,,,,,,,,,,,,,,,,,,,,,,,,True,52.43788149749046,13.590098796743826,True,True
27527589,11010010,Georg-Klingenberg-Schule,52.490601103058616,13.556794676215116,"POLYGON ((13.5552626 52.4901108, 13.5553126 52.4911351, 13.5582656 52.4911732, 13.5581904 52.4899732, 13.5576101 52.490015, 13.5572983 52.4900355, 13.5573004 52.4900235, 13.5552626 52.4901108))",1002,Marzahn-Hellersdorf,Biesdorf,OSM,OSM_SCHOOLS,10K06,OSM_SCHOOLS,way:27527589,Georg-Klingenberg-Schule,,,,,,,,,,"Alberichstraße 24, 12683 Berlin",Alberichstraße,24,12683,Berlin,Bezirksamt Marzahn-Hellersdorf von Berlin,,,,,,https://georg-klingenberg.schule/,,,True,52.490601103058616,13.556794676215116,True,True
28256173,11009009,Freilandlabor Kaniswall,52.40147789176867,13.730790393269407,"POLYGON ((13.7302094 52.4009686, 13.731414 52.4010253, 13.7312353 52.402041, 13.7305184 52.4019741, 13.7302811 52.4019519, 13.7302094 52.4009686))",0914,Treptow-Köpenick,Müggelheim,OSM,OSM_SCHOOLS,,OSM_SCHOOLS,way:28256173,Freilandlabor Kaniswall,,,,,,,,,,,,,,,,,,,,,,,,True,52.40147789176867,13.730790393269407,True,True
28478977,11001001,Schule am Zille-Park,52.543323975642835,13.371463267993315,"POLYGON ((13.3715838 52.5436162, 13.3712031 52.5436897, 13.3711277 52.5437043, 13.3709977 52.5437288, 13.3707361 52.5437791, 13.3706887 52.543688, 13.3706549 52.5436245, 13.3706125 52.5435439, 13.3705213 52.5433716, 13.3705434 52.5432086, 13.3704935 52.5431746, 13.370417 52.5431695, 13.370422 52.5431216, 13.370423 52.5431122, 13.3704356 52.5429906, 13.3706829 52.5430036, 13.3724929 52.5430958, 13.3726327 52.5431029, 13.3727629 52.5431095, 13.3727416 52.5432805, 13.3727306 52.5433691, 13.3715838 52.5436162))",0106,Mitte,Gesundbrunnen,OSM,OSM_SCHOOLS,01S01,OSM_SCHOOLS,way:28478977,Schule am Zille-Park,,,,,,,,,,"Ravenéstr. 10-12, 13347 Berlin",Ravenéstr.,10-12,13347,Berlin,,,,,,,https://www.schule-am-zille-park.de/,,,True,52.543323975642835,13.371463267993315,True,True
28681488,11010010,Falken-Grundschule,52.56566922945687,13.556406141035508,"POLYGON ((13.5569924 52.5651951, 13.5565147 52.5652913, 13.5554666 52.5655023, 13.5557594 52.5660339, 13.5558536 52.5661413, 13.5573444 52.5658338, 13.5569924 52.5651951))",1001,Marzahn-Hellersdorf,Marzahn,OSM,OSM_SCHOOLS,10G04,OSM_SCHOOLS,way:28681488,Falken-Grundschule,,,,,,,,,,"Geraer Ring 2, 12689 Berlin",Geraer Ring,2,12689,Berlin,,,,,+49-30-93022319,,https://www.falken-grundschule.de/,,,True,52.56566922945687,13.556406141035508,True,True
28685887,11010010,Ebereschen-Grundschule,52.56312151837098,13.572204600679227,"POLYGON ((13.5729507 52.5624905, 13.5719623 52.5628233, 13.5718625 52.5628564, 13.5717635 52.5627409, 13.5708312 52.563049, 13.5713497 52.5636319, 13.5714798 52.5637782, 13.5715681 52.5637493, 13.5723244 52.5634991, 13.573147 52.5632263, 13.5732678 52.5631863, 13.5733518 52.5632788, 13.5737592 52.5631458, 13.5735926 52.5629564, 13.5734674 52.5629963, 13.5733917 52.5629131, 13.5733291 52.5629326, 13.5729507 52.5624905))",1001,Marzahn-Hellersdorf,Marzahn,OSM,OSM_SCHOOLS,10G05,OSM_SCHOOLS,way:28685887,Ebereschen-Grundschule,,,,,,,,,,"Borkheider Straße 28, 12689 Berlin",Borkheider Straße,28,12689,Berlin,,,,,,,,,,True,52.56312151837098,13.572204600679227,True,True
28762005,11010010,Paavo-Nurmi-Grundschule,52.57133170500394,13.576470044177158,"POLYGON ((13.5756739 52.5705967, 13.5755575 52.570837, 13.575525 52.5709029, 13.5753725 52.571215, 13.5752588 52.5714422, 13.5760347 52.571583, 13.5758387 52.5719669, 13.5770165 52.572173, 13.577063 52.5721848, 13.5774296 52.5714205, 13.577379 52.5714102, 13.5775721 52.5710125, 13.5775786 52.5709058, 13.5757582 52.5705704, 13.5756739 52.5705967))",1001,Marzahn-Hellersdorf,Marzahn,OSM,OSM_SCHOOLS,10G01,OSM_SCHOOLS,way:28762005,Paavo-Nurmi-Grundschule,,,,,,,,,,"Schorfheidestraße 42, 12689 Berlin",Schorfheidestraße,42,12689,Berlin,,,,,+49 30 9320057,,https://paavo-nurmi-grundschule.org/,,,True,52.57133170500394,13.576470044177158,True,True
28822951,11012012,Hausotter-Grundschule,52.56964448389461,13.373547651655162,"POLYGON ((13.3718319 52.5695151, 13.3719918 52.5694405, 13.3721069 52.5695365, 13.3725322 52.5693028, 13.3726223 52.5692544, 13.3725547 52.5691996, 13.3725724 52.5691904, 13.3725899 52.5691812, 13.3727331 52.5691098, 13.3733736 52.5691889, 13.3732631 52.5695234, 13.3735805 52.5695637, 13.3736868 52.569239, 13.3743265 52.5693191, 13.374587 52.5693538, 13.3747419 52.5693742, 13.3749257 52.5693984, 13.374929 52.5694591, 13.3749628 52.5695216, 13.3750549 52.5696046, 13.3751321 52.5696458, 13.3752016 52.5696713, 13.3750755 52.5700685, 13.3750523 52.5700728, 13.3747839 52.5700361, 13.3745692 52.5700067, 13.3743858 52.5699834, 13.3741336 52.5699494, 13.3736342 52.5698825, 13.3736119 52.5698803, 13.3733957 52.5698633, 13.3731831 52.5699561, 13.3730865 52.5699995, 13.3729158 52.5700764, 13.3726567 52.5701908, 13.3722095 52.5698272, 13.3718319 52.5695151))",1201,Reinickendorf,Reinickendorf,OSM,OSM_SCHOOLS,12G06,OSM_SCHOOLS,way:28822951,Hausotter-Grundschule,,,,,,,,,,"Hausotterplatz 4, 13409 Berlin",Hausotterplatz,4,13409,Berlin,,,,,,,,,,True,52.56964448389461,13.373547651655162,True,True
29064530,11010010,Selma-Lagerlöf-Grundschule,52.567580229267215,13.569220569948229,"POLYGON ((13.5681045 52.5673022, 13.5684637 52.5676989, 13.5689628 52.5682499, 13.5696602 52.5680242, 13.5697044 52.5679664, 13.5697381 52.5679549, 13.5697971 52.5679347, 13.570505 52.567701, 13.570371 52.5675511, 13.5703367 52.5675116, 13.5703297 52.5675035, 13.5698845 52.5674086, 13.5698108 52.5673929, 13.5697248 52.5673959, 13.5695795 52.5672345, 13.5692967 52.5669132, 13.5681045 52.5673022))",1001,Marzahn-Hellersdorf,Marzahn,OSM,OSM_SCHOOLS,10G03,OSM_SCHOOLS,way:29064530,Selma-Lagerlöf-Grundschule,,,,,,,,,,"Wörlitzer Straße 31, 12689 Berlin",Wörlitzer Straße,31,12689,Berlin,,,,,,,,,,True,52.567580229267215,13.569220569948229,True,True
29237191,11005005,Grundschule am Brandwerder,52.536266141326614,13.15288404843704,"POLYGON ((13.1536278 52.5357192, 13.1520185 52.5355603, 13.1523006 52.536958, 13.1525026 52.5369459, 13.1525003 52.5369333, 13.1525769 52.5369281, 13.1525792 52.5369407, 13.1533111 52.5368957, 13.1533092 52.5368842, 13.1533831 52.5368796, 13.153385 52.5368911, 13.1537337 52.5368693, 13.1537321 52.5368572, 13.1536307 52.536204, 13.1536235 52.5361284, 13.1536278 52.5357192))",0504,Spandau,Staaken,OSM,OSM_SCHOOLS,05G23,OSM_SCHOOLS,way:29237191,Grundschule am Brandwerder,,,,,,,,,,"Spandauer Straße 86, 13591 Berlin",Spandauer Straße,86,13591,Berlin,Bezirksamt Spandau von Berlin,,,,+49 30 3670952 0,mail@brandwerder.de,https://www.brandwerder.de,,,True,52.536266141326614,13.15288404843704,True,True
29432246,11011011,Schulkomplex Allee der Kosmonauten 22,52.52487241215607,13.514087200557164,"POLYGON ((13.5118024 52.5245676, 13.5121378 52.5245717, 13.5124648 52.5245667, 13.5125962 52.5245511, 13.5126282 52.524543, 13.5129044 52.5245444, 13.5129083 52.5237868, 13.5138009 52.5237947, 13.513826 52.5237944, 13.5138357 52.5240037, 13.5138478 52.5240482, 13.5138699 52.5240816, 13.5139045 52.5241085, 13.5139653 52.5241398, 13.5149208 52.5243039, 13.5150179 52.5243288, 13.5150888 52.5243576, 13.5151619 52.524397, 13.5159662 52.5249813, 13.5160245 52.5250436, 13.5160948 52.5250449, 13.5163259 52.5252397, 13.5165088 52.5257682, 13.5159712 52.5257483, 13.5137476 52.5253863, 13.5132365 52.5253025, 13.5117825 52.5252864, 13.5117882 52.525272, 13.5117884 52.5252585, 13.5117868 52.5252178, 13.5117831 52.5247642, 13.5118029 52.524712, 13.5118024 52.5245676))",1103,Lichtenberg,Lichtenberg,OSM,OSM_SCHOOLS,"11Kn01, 11Yn01",OSM_SCHOOLS,way:29432246,Schulkomplex Allee der Kosmonauten 22,,,,,,,,,,,,,,,Howoge,,,,,,https://www.howoge.de/schulbau/allee-der-kosmonauten-projektuebersicht.html,,,True,52.52487241215607,13.514087200557164,True,True
29715437,11007007,Steinwald-Schule,52.41772028923668,13.363891637012362,"POLYGON ((13.3629059 52.4175428, 13.3628956 52.4179207, 13.3628762 52.4180566, 13.3628347 52.418208, 13.3629431 52.4182657, 13.3650819 52.4178132, 13.3647365 52.4171915, 13.3629059 52.4175428))",0705,Tempelhof-Schöneberg,Marienfelde,OSM,OSM_SCHOOLS,07S03,OSM_SCHOOLS,way:29715437,Steinwald-Schule,,,,,,,,,,"Hanielweg 7-9, 12277 Berlin",Hanielweg,7-9,12277,Berlin,Bezirksamt Tempelhof-Schöneberg von Berlin,,,,+49 30 902774139,sekretariat@steinwald.schule.berlin.de,https://steinwald-schule-berlin.de,,,True,52.41772028923668,13.363891637012362,True,True
30094204,11006006,Ludwig-Bechstein-Grundschule,52.43233460856756,13.362111417321795,"POLYGON ((13.360613 52.4321651, 13.3607654 52.4323246, 13.3610401 52.4325235, 13.3612406 52.4326278, 13.3614192 52.4326962, 13.3616572 52.4327658, 13.3618795 52.4328152, 13.3620766 52.4328465, 13.3623994 52.4328662, 13.3626471 52.4328594, 13.3627524 52.4328537, 13.3632208 52.4328283, 13.3630937 52.4323331, 13.3628597 52.4316763, 13.360613 52.4321651))",0603,Steglitz-Zehlendorf,Lankwitz,OSM,OSM_SCHOOLS,06G28,OSM_SCHOOLS,way:30094204,Ludwig-Bechstein-Grundschule,,,,,,,,,,"Halbauer Weg 25, 12249 Berlin",Halbauer Weg,25,12249,Berlin,,,,,,,https://www.ludwig-bechstein-grundschule.net/,,,True,52.43233460856756,13.362111417321795,True,True
30628469,11012012,Georg-Herwegh-Gymnasium,52.616527134274925,13.302216583424666,"POLYGON ((13.3018411 52.6170615, 13.3032376 52.6168163, 13.3029563 52.6161186, 13.3024178 52.6161973, 13.3023394 52.6160341, 13.3011435 52.6162129, 13.3012106 52.6163586, 13.3013079 52.6165044, 13.3018411 52.6170615))",1206,Reinickendorf,Hermsdorf,OSM,OSM_SCHOOLS,12Y05,OSM_SCHOOLS,way:30628469,Georg-Herwegh-Gymnasium,,,,,,,,,,"Fellbacher Straße 18-19, 13467 Berlin",Fellbacher Straße,18-19,13467,Berlin,,,,,+49304042070,mail@herwegh-gymnasium.de,http://www.herwegh-gymnasium.de/,,,True,52.616527134274925,13.302216583424666,True,True
30728948,11012012,Peter-Witte-Grundschule,52.58682168378291,13.328588783764802,"POLYGON ((13.3276297 52.5872639, 13.3276149 52.5871147, 13.3275829 52.586742, 13.3275409 52.5863055, 13.3284806 52.5862741, 13.328503 52.5865633, 13.3296662 52.5865339, 13.3296666 52.5865478, 13.3296672 52.5865678, 13.3299619 52.5865604, 13.3296891 52.587091, 13.329635 52.5871965, 13.3292445 52.5872078, 13.3290449 52.5872389, 13.3280957 52.5872711, 13.3279019 52.5872548, 13.3276297 52.5872639))",1209,Reinickendorf,Wittenau,OSM,OSM_SCHOOLS,12G10,OSM_SCHOOLS,way:30728948,Peter-Witte-Grundschule,,,,,,,,,,,,,,,,,,,+4930 4118966,peter-witte-schule@gmx.de,http://www.pws.cidsnet.de/,,,True,52.58682168378291,13.328588783764802,True,True
30784491,11012012,Ellef-Ringnes-Grundschule,52.608332305262685,13.232917784054717,"POLYGON ((13.2322473 52.6089948, 13.2321737 52.6088377, 13.23181 52.6080618, 13.2317698 52.607976, 13.2321504 52.60791, 13.2330376 52.607756, 13.2331695 52.6080606, 13.2341561 52.60789, 13.2343517 52.6083265, 13.2333791 52.6084828, 13.2335124 52.6087886, 13.2334705 52.608795, 13.2332834 52.6088259, 13.2322473 52.6089948))",1204,Reinickendorf,Heiligensee,OSM,OSM_SCHOOLS,12G17,OSM_SCHOOLS,way:30784491,Ellef-Ringnes-Grundschule,,,,,,,,,,,,,,,,,,,,,,,,True,52.608332305262685,13.232917784054717,True,True
31262071,11010010,Grundschule unter dem Regenbogen,52.52970271096852,13.542342835107815,"POLYGON ((13.541639 52.5299654, 13.5413249 52.5299642, 13.5413227 52.5301773, 13.5414774 52.5301779, 13.5414757 52.5302515, 13.5424759 52.5302551, 13.5431786 52.5302576, 13.5431851 52.5298653, 13.5430821 52.5298675, 13.5430864 52.5292734, 13.5430739 52.5291836, 13.5430707 52.5290926, 13.5416509 52.529096, 13.5416517 52.5292093, 13.5416512 52.5294237, 13.541639 52.5299654))",1001,Marzahn-Hellersdorf,Marzahn,OSM,OSM_SCHOOLS,10G14,OSM_SCHOOLS,way:31262071,Grundschule unter dem Regenbogen,,,,,,,,,,"Murtzaner Ring 35, Berlin",Murtzaner Ring,35,,Berlin,,,,,,,,,,True,52.52970271096852,13.542342835107815,True,True
