geometry,brand,brand:wikidata,brand:wikipedia,check_date,check_date:opening_hours,name,opening_hours,shop,addr:housenumber,addr:street,level,wheelchair,addr:city,addr:country,addr:postcode,addr:suburb,toilets:wheelchair,wheelchair:description,website,pet,phone,email,payment:american_express,payment:coins,payment:mastercard,payment:notes,payment:visa,contact:email,contact:fax,contact:phone,contact:website,note,operator,fax,payment:credit_cards,payment:debit_cards,post_office,post_office:brand,post_office:brand:wikidata,payment:girocard,source,contact:facebook,delivery,description,species:de,addr:inclusion,contact:instagram,ref:vatin,dispensing,opening_hours:covid19,old_name,wikimedia_commons,surveillance,start_date,opening_hours:signed,organic,post_office:ref,post_office:type,url,alt_name,building,roof:shape,building:colour,building:levels,payment:cash,roof:levels,indoor,room,entrance,longitude,latitude,full_address,district,neighborhood,neighborhood_id,district_id
POINT (13.3217397 52.565423),BARF Hundefutter,,,,2024-04-25,Barfer's Wellfood GmbH,Tu-Fr 10:00-18:00; Sa 09:00-16:00,pet,117,Scharnweberstraße,,,Berlin,,13405,,,,https://www.barfers-wellfood.de,,+49 30 92 35 18 46,info@barfers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3217397,52.565423,"Barfer's Wellfood GmbH, 117, Scharnweberstraße, Cité Berthezène, Reinickendorf, Berlin, 13405, Deutschland",Reinickendorf,Reinickendorf,1201,11012012
POINT (13.6247595 52.4489694),,,,,,Vierbein,"Tu 12:00-18:00; We 15:00-18:00; Th,Fr 12:00-18:00; Sa 10:00-13:00",pet,17,Bölschestraße,,,Berlin,DE,12587,Friedrichshagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6247595,52.4489694,"Vierbein, 17, Bölschestraße, Friedrichshagen, Treptow-Köpenick, Berlin, 12587, Deutschland",Treptow-Köpenick,Friedrichshagen,0911,11009009
POINT (13.3940642 52.4263339),Fressnapf,Q875796,de:Fressnapf,,2024-10-17,Fressnapf,Mo-Fr 09:00-20:00; Sa 09:00-18:00,pet,294,Mariendorfer Damm,,yes,Berlin,DE,12107,Mariendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3940642,52.4263339,"Fressnapf, 294, Mariendorfer Damm, Siedlung Daheim, Mariendorf, Tempelhof-Schöneberg, Berlin, 12107, Deutschland",Tempelhof-Schöneberg,Mariendorf,0704,11007007
POINT (13.3272413 52.4578801),,,,,2024-01-13,4 Pfoten-Feinkost,"Mo,Tu,Th,Fr 10:00-13:00,15:00-18:30; Sa 10:00-14:00",pet,2,Bergstraße,,no,Berlin,DE,12169,Steglitz,,,,,,,,,,,,,,,http://4-pfoten-feinkost.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3272413,52.4578801,"4 Pfoten-Feinkost, 2, Bergstraße, Bismarckviertel, Steglitz, Steglitz-Zehlendorf, Berlin, 12169, Deutschland",Steglitz-Zehlendorf,Steglitz,0601,11006006
POINT (13.304654 52.5086957),Das Futterhaus,Q1167914,de:Das Futterhaus,2025-07-11,,Das Futterhaus,,pet,,Wilmersdorfer Straße,1,,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-07-05,,,,,,,,,,,,,,,,13.304654,52.5086957,"Das Futterhaus, Wilmersdorfer Straße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10627, Deutschland",Charlottenburg-Wilmersdorf,Charlottenburg,0401,11004004
POINT (13.4357555 52.5352301),,,,,,Schmackofatz Berlin Barf-Manufaktur,"Mo,Tu,Th,Fr 10:00-18:00; Sa 10:00-15:00; We 11:00-20:00",pet,135,Danziger Straße,,limited,Berlin,,10407,,,,https://schmackofatz-berlin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4357555,52.5352301,"Schmackofatz Berlin Barf-Manufaktur, 135, Danziger Straße, Grüne Stadt, Prenzlauer Berg, Pankow, Berlin, 10407, Deutschland",Pankow,Prenzlauer Berg,0301,11003003
POINT (13.4608156 52.5074751),,,,,2025-09-04,Kiez Hund,Mo-Fr 10:00-18:30; Sa 12:00-18:00,pet,29,Simplonstraße,,no,Berlin,DE,10245,Friedrichshain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4608156,52.5074751,"Kiez Hund, 29, Simplonstraße, Boxhagener Kiez, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10245, Deutschland",Friedrichshain-Kreuzberg,Friedrichshain,0201,11002002
POINT (13.5185174 52.5263876),Fressnapf,Q875796,de:Fressnapf,,,Fressnapf,,pet,,,,,,,,,,,,,,,,,,,,,,,,Ab 2.Januar 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5185174,52.5263876,"Fressnapf, Allee der Kosmonauten, Lichtenberg, Berlin, 10315, Deutschland",Lichtenberg,Lichtenberg,1103,11011011
POINT (13.4303255 52.5342436),,,,,2025-03-10,Strayz,,pet,198,Greifswalder Straße,,,Berlin,DE,10405,Prenzlauer Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,13.4303255,52.5342436,"Strayz, 198, Greifswalder Straße, Winsviertel, Prenzlauer Berg, Pankow, Berlin, 10405, Deutschland",Pankow,Prenzlauer Berg,0301,11003003
POINT (13.3135111 52.4224122),Fressnapf,Q875796,en:Fressnapf,,,Fressnapf,Mo-Fr 09:00-20:00; Sa 09:00-18:00,pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3135111,52.4224122,"Fressnapf, 137, Ostpreußendamm, Giesensdorf, Lichterfelde Ost, Lichterfelde, Steglitz-Zehlendorf, Berlin, Teltow, 12207, Deutschland",Steglitz-Zehlendorf,Lichterfelde,0602,11006006
POINT (13.21616 52.5598179),,,,,2024-05-23,Barfer's Wellfood,Mo-Fr 10:00-18:00; Sa 09:00-16:00,pet,,,,yes,,,,,,,https://www.barfers-wellfood.de/barf-berlin-spandau,,+49 30 586198818,,,,,,,,,,,,Barfer's Wellfood GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.21616,52.5598179,"Barfer's Wellfood, 20, Rauchstraße, Maselake Nord, Hakenfelde, Spandau, Berlin, 13587, Deutschland",Spandau,Hakenfelde,0507,11005005
POINT (13.3535702 52.4971354),,,,2025-09-22,,Pets Deli,Mo-Fr 10:00-20:00; Sa 10:00-19:00; Su off,pet,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3535702,52.4971354,"Pets Deli, Winterfeldtstraße, Winterfeldtkiez, Nollendorfkiez, Schöneberg, Tempelhof-Schöneberg, Berlin, 10781, Deutschland",Tempelhof-Schöneberg,Schöneberg,0701,11007007
POINT (13.322874 52.4746151),,,,,2023-09-23,Seewasser-Center,"Mo,We-Fr 12:00-18:00; Sa 10:00-14:00",pet,11a,Südwestkorso,,no,Berlin,DE,12161,Friedenau,,,,fish,+49 30 8219614,,,,,,,,,,http://www.berliner-seewasser-center.de/,,,,,,,,,,,https://www.facebook.com/people/Berliner-Seewasser-Center/100047033745415/,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.322874,52.4746151,"Seewasser-Center, 11a, Südwestkorso, Friedenau, Tempelhof-Schöneberg, Berlin, 12161, Deutschland",Tempelhof-Schöneberg,Friedenau,0702,11007007
POINT (13.3337775 52.4875612),,,,2025-09-20,,Natural & B.A.R.F.ood,"Mo,Tu,Th,Fr 10:00-19:00; We 14:00-19:00; Sa 10:00-19:00",pet,159,Berliner Straße,,no,Berlin,DE,10715,Wilmersdorf,,,http://natural-barfood.de/,dog,,,,,,,,,,,,,,,,,,,,,,,,Biologisch Artgerechtes Futter,,,,,,,,,,,,yes,,,,,,,,,,,,,,13.3337775,52.4875612,"Natural & B.A.R.F.ood, 159, Berliner Straße, Güntzelkiez, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10715, Deutschland",Charlottenburg-Wilmersdorf,Wilmersdorf,0402,11004004
POINT (13.2882529 52.6331459),,,,,2024-08-10,Heidingsfelder Tierkost,"Mo,Tu,Th-Sa 09:00-13:00, Tu,Th,Fr 15:00-18:00; Su off",pet,2,Ludolfingerplatz,,no,Berlin,DE,13465,Frohnau,,,,,,,,,,,,Heidinhsfelder-Tierkost@web.de,,+4930 4011290,https://www.heidingsfelder-tierkost.de/,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2882529,52.6331459,"Heidingsfelder Tierkost, 2, Ludolfingerplatz, Frohnau, Reinickendorf, Berlin, 13465, Deutschland",Reinickendorf,Frohnau,1205,11012012
POINT (13.4857198 52.4235538),,,,,,Zoopalästchen,Mo-Fr 10:00-18:00; Sa 09:00-14:00,pet,282,Neuköllner Straße,,,Berlin,DE,12357,Rudow,,,,,,,,,,,,,,,http://zoopalaestchen.de/index.html,,,,,,yes,DHL,,,,,,,,,,,,,,,,,,,469,post_partner,,,,,,,,,,,,13.4857198,52.4235538,"Zoopalästchen, 282, Neuköllner Straße, Rudow, Neukölln, Berlin, 12357, Deutschland",Neukölln,Rudow,0804,11008008
POINT (13.4883897 52.4209253),,,,,,Barfer Quelle,Tu-We 10:00-18:00; Fr 10:00-19:00; Sa 10:00-14:00,pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4883897,52.4209253,"Barfer Quelle, Neuköllner Straße, Blumenviertel, Rudow, Neukölln, Berlin, 12357, Deutschland",Neukölln,Rudow,0804,11008008
POINT (13.3267438 52.5759496),Das Futterhaus,Q1167914,de:Das Futterhaus,,,Das Futterhaus,Mo-Fr 09:00-20:00; Sa 09:00-19:00,pet,,,,yes,,,,,,,https://www.zooundco24.de,,+49 30 8321018 1,reinickendorf@zooundco-berlin.de,,,,,,,,,,,Futterhaus,+49 30 8321018 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3267438,52.5759496,"Das Futterhaus, Waldstraße, Reinickendorf, Berlin, 13403, Deutschland",Reinickendorf,Reinickendorf,1201,11012012
POINT (13.4306805 52.6078654),Das Futterhaus,Q1167914,,,,Das Futterhaus,Mo-Fr 09:00-20:00; Sa 09:00-19:00,pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4306805,52.6078654,"Das Futterhaus, Mühlenstraße, Buchholz-West, Französisch Buchholz, Pankow, Berlin, 13127, Deutschland",Pankow,Französisch Buchholz,0310,11003003
POINT (13.2285165 52.555534),,,,,,Premium Aquarium Berlin,,pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2285165,52.555534,"Premium Aquarium Berlin, Wittweseeweg, Quartier Haveleck, Haselhorst, Spandau, Berlin, 13599, Deutschland",Spandau,Haselhorst,0502,11005005
POINT (13.3486131 52.5750167),,,,,2025-02-09,Repti-Jungle,Th 14:00-17:00; Sa 10:00-13:00,pet,30a,Alt-Reinickendorf,,no,Berlin,DE,13407,Reinickendorf,,,,reptile,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/ReptiJungle/,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3486131,52.5750167,"Repti-Jungle, 30a, Alt-Reinickendorf, Reinickendorf, Berlin, 13407, Deutschland",Reinickendorf,Reinickendorf,1201,11012012
POINT (13.4866603 52.6181816),,,,,,Für Berliner Schnauzen,Mo-Fr 10:00-17:00,pet,50,Achillesstraße,0,yes,Berlin,,13125,,,,,dog,+49179 1996200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4866603,52.6181816,"Für Berliner Schnauzen, 50, Achillesstraße, Karow-Nord, Karow, Pankow, Berlin, 13125, Deutschland",Pankow,Karow,0305,11003003
POINT (13.3538099 52.4932408),,,,,,Bionapf,Tu-Fr 13:00-19:00; Sa 11:00-15:00,pet,,,,no,,,,,,,,dog;cat,,,,,,,,,,+49 30 23639931,http://www.bionapf.de,,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,13.3538099,52.4932408,"Bionapf, Goltzstraße, Winterfeldtkiez, Nollendorfkiez, Schöneberg, Tempelhof-Schöneberg, Berlin, 10781, Deutschland",Tempelhof-Schöneberg,Schöneberg,0701,11007007
POINT (13.3014635 52.5227208),,,,2022-11-12,,Fatzke's Tierfutter,Mo-Fr 16:00-19:00; Sa 11:00-13:00,pet,10,Mierendorffstraße,0,yes,Berlin,,10589,Charlottenburg,,,,,+49 177 4219740,cafe.fatzke@gmail.com,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3014635,52.5227208,"Fatzke's Tierfutter, 10, Mierendorffstraße, Kalowswerder, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10589, Deutschland",Charlottenburg-Wilmersdorf,Charlottenburg,0401,11004004
POINT (13.4318149 52.4603245),,,,,,B.A.R.F. Tierfutterkrippe,"We,Fr 10:00-18:00; Th 10:00-20:00; Sa 10:00-13:00; Mo,Tu off",pet,23,Germaniapromenade,,no,,,12347,,,,https://www.barf-tierfutterkrippe.de/,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4318149,52.4603245,"B.A.R.F. Tierfutterkrippe, 23, Germaniapromenade, Siedlung der Düfte, Britz, Neukölln, Berlin, 12347, Deutschland",Neukölln,Britz,0802,11008008
POINT (13.4623137 52.5237681),Das Futterhaus,Q1167914,,,,Das Futterhaus,Mo-Sa 09:00-20:00,pet,38,Hermann-Blankenstein-Straße,,yes,Berlin,DE,10249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.futterhaus.de/service/filialen/berlin-prenzlauer-berg/?utm_source=google&utm_medium=mybusiness,,,,,,,,,,,13.4623137,52.5237681,"Das Futterhaus, 38, Hermann-Blankenstein-Straße, Eldenaer Viertel, Prenzlauer Berg, Pankow, Berlin, 10249, Deutschland",Pankow,Prenzlauer Berg,0301,11003003
POINT (13.2084401 52.5579621),,,,,,Carinas Tierparadies & Angelshop,,pet,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2084401,52.5579621,"Carinas Tierparadies & Angelshop, Marius-Carpentier-Straße, Havelufer-Quartier, Maselake-Zentrum, Hakenfelde, Spandau, Berlin, 13587, Deutschland",Spandau,Hakenfelde,0507,11005005
POINT (13.2905283 52.5812691),,,,,,AF Sea World,"Tu-Fr 12:00-19:00; Sa 10:00-14:00; Mo,Su,PH off",pet,39,Berliner Straße,,,Berlin,DE,13507,,,,,fish,,,,,,,,,,+49 30 4351133,https://www.afseaworld.de/,,,,,,,,,,,https://www.facebook.com/AF-Seaworld-1629709763969406/,,,,,,,,,,,,,,,,,,AF Seaworld,,,,,,,,,,13.2905283,52.5812691,"AF Sea World, 39, Berliner Straße, Tegel, Reinickendorf, Berlin, 13507, Deutschland",Reinickendorf,Tegel,1202,11012012
POINT (13.4822003 52.4618173),,,,,,Hopy's Futtertheke,Tu-Th 11:00-19:00,pet,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4822003,52.4618173,"Hopy's Futtertheke, Baumschulenstraße, Baumschulenweg, Treptow-Köpenick, Berlin, 12437, Deutschland",Treptow-Köpenick,Baumschulenweg,0903,11009009
POINT (13.4198768 52.535285),,,,2024-09-26,,Pets Deli,Mo-Fr 10:00-20:00; Sa 10:00-19:00,pet,6,Rykestraße,,,,,10405,,,,https://www.petsdeli.de,,+49 30 62963446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4198768,52.535285,"Pets Deli, 6, Rykestraße, Kollwitzkiez, Prenzlauer Berg, Pankow, Berlin, 10405, Deutschland",Pankow,Prenzlauer Berg,0301,11003003
POINT (13.3322563 52.6026766),Fressnapf,Q875796,,,,Fressnapf,Mo-Fr 09:00-20:00; Sa 09:00-18:00,pet,,,,yes,,,,,,,,,,,,,,,,,,+49 30 519998130,https://www.fressnapf.de/stores/fressnapf-berlin-wittenau/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3322563,52.6026766,"Fressnapf, Wittenauer Straße, Wittenau, Reinickendorf, Berlin, 13435, Deutschland",Reinickendorf,Wittenau,1209,11012012
POINT (13.3200231 52.506792),,,,,,Gordi,,pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3200231,52.506792,"Gordi, Bleibtreustraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10623, Deutschland",Charlottenburg-Wilmersdorf,Charlottenburg,0401,11004004
