spaeti_id,district_id,neighborhood_id,name,address,phone_number,email,website,latitude,longitude,opening_hours,district_name,neighborhood_name
707353241,11001001,0106,Spätkauf Öztep,Pankstraße,nan,nan,nan,52.5508319,13.3787053,Mo-Sa 09:00-23:00,Mitte,Gesundbrunnen
707452472,11001001,0106,Backwaren,Reinickendorfer Straße,nan,nan,nan,52.5463987,13.3696159,Mo-Sa 06:00-19:00; Su 07:00-14:00,Mitte,Gesundbrunnen
707490367,11001001,0106,Kiosk,Badstraße,nan,nan,nan,52.552227,13.3821164,nan,Mitte,Gesundbrunnen
715203874,11004004,0403,Köker Kiosk,Breite Straße,+493082407726,nan,nan,52.4734336,13.2990118,Mo-Su 05:30-21:00,Charlottenburg-Wilmersdorf,Schmargendorf
725621498,11004004,0402,Spætkauf am Rüdi,Rüdesheimer Straße,nan,nan,nan,52.4727399,13.3140969,"Mo-Sa 08:00-24:00, Su 08:00-20:00",Charlottenburg-Wilmersdorf,Wilmersdorf
730172938,11007007,0701,Spätshop,Goebenstraße,nan,nan,nan,52.493188,13.3668589,"Mo-Fr 05:30-24:00, Sa 06:30-01:00, Su,PH 07:30-01:00",Tempelhof-Schöneberg,Schöneberg
736787803,11001001,0101,Pi pa po,Rosa-Luxemburg-Straße,nan,nan,nan,52.5278335,13.4100874,nan,Mitte,Mitte
745722560,11008008,0801,Kiosk,Pannierstraße,nan,nan,nan,52.4897193,13.4334928,"Mo,We-Sa 07:30-24:00, Tu 07:30-23:00",Neukölln,Neukölln
745729558,11008008,0801,Small All,Pannierstraße,nan,nan,nan,52.487789,13.431657,nan,Neukölln,Neukölln
745733025,11008008,0801,small all,Weserstraße,nan,nan,nan,52.4879348,13.430489,Mo-Sa 06:30-24:00,Neukölln,Neukölln
746478626,11008008,0801,Honigbienchen Späti & Bakery,Weichselstraße,nan,nan,nan,52.4875623,13.4375216,"Mo-Th 09:00-24:00, Fr,Sa 09:00-01:00",Neukölln,Neukölln
747845608,11009009,0910,Café Kiez,Bahnhofstraße,nan,nan,nan,52.4553748,13.5765726,nan,Treptow-Köpenick,Köpenick
753361458,11003003,0307,Flick Flack,Berliner Straße,nan,nan,nan,52.5704399,13.410203,24/7,Pankow,Pankow
760002901,11008008,0801,Dr. Billy's Getränke,Wipperstraße,nan,nan,nan,52.4715943,13.4430406,nan,Neukölln,Neukölln
769270131,11012012,1201,Naturkost,Alt-Reinickendorf,nan,nan,nan,52.5745998,13.357608,Mo-Fr 09:00-18:00; Sa 09:00-13:30,Reinickendorf,Reinickendorf
778710944,11003003,0301,Spätkauf,Kastanienallee,nan,nan,nan,52.537337,13.4081356,"Mo-Th 09:00-23:00, Su 10:00-24:00; Fr 09:00-24:00",Pankow,Prenzlauer Berg
778710967,11003003,0301,Polat's Minimarkt,Kastanienallee,nan,nan,nan,52.5401664,13.4111403,nan,Pankow,Prenzlauer Berg
790502632,11003003,0301,Dilek,Prenzlauer Allee,nan,nan,nan,52.532597,13.4207405,nan,Pankow,Prenzlauer Berg
803582040,11003003,0302,Brra Späti,Berliner Allee,nan,nan,nan,52.5496181,13.45622,nan,Pankow,Weißensee
838429741,11002002,0201,Käptn Kiez,Sonntagstraße,nan,nan,nan,52.506133,13.4655484,"Mo 09:00-24:00; Tu-Th 00:00-02:00,09:00-24:00; Fr 00:00-02:00,10:00-24:00; Sa 00:00-04:00,10:00-24:00; Su 00:00-04:00",Friedrichshain-Kreuzberg,Friedrichshain
838429794,11002002,0201,Die Späti Brüder,Sonntagstraße,nan,nan,nan,52.5046457,13.4678618,nan,Friedrichshain-Kreuzberg,Friedrichshain
846251052,11007007,0702,Bio Grande,Wiesbadener Straße,+493085103648,nan,https://bio-grande.de/,52.4713935,13.3231813,Mo-Fr 09:00-19:00; Sa 09:00-14:00,Tempelhof-Schöneberg,Friedenau
847906246,11009009,0909,Bistro Edison,Edisonstraße,+49 176 66668659,nan,nan,52.4675348,13.5130053,Mo-Su 09:00-01:00,Treptow-Köpenick,Oberschöneweide
847907650,11009009,0909,Spätkauf 63,Edisonstraße,nan,nan,nan,52.4669419,13.5133836,Mo-Su 07:00-00:00,Treptow-Köpenick,Oberschöneweide
848169211,11006006,0601,Kreuznacher Markt,Kreuznacher Straße,nan,nan,nan,52.4668756,13.3198096,nan,Steglitz-Zehlendorf,Steglitz
854535872,11008008,0801,Zum Freund,Herrfurthstraße,nan,nan,nan,52.4769516,13.419938,nan,Neukölln,Neukölln
861837755,11007007,0703,Karam Al-Sham,Tempelhofer Damm,nan,nan,nan,52.4575426,13.3843486,Mo-Fr 08:30-20:00; Sa 08:30-19:00,Tempelhof-Schöneberg,Tempelhof
863962795,11002002,0201,Boxi Spätshop,Boxhagener Straße,nan,nan,nan,52.5072131,13.4684572,nan,Friedrichshain-Kreuzberg,Friedrichshain
867497539,11001001,0102,Back und Späti Zwang,Gotzkowskystraße,nan,nan,nan,52.5255327,13.3303661,nan,Mitte,Moabit
871561403,11002002,0202,#mein Spätkauf,Oranienstraße,nan,nan,nan,52.5017703,13.4179467,nan,Friedrichshain-Kreuzberg,Kreuzberg
874265690,11002002,0202,Özlem,Dresdener Straße,nan,nan,nan,52.5002066,13.4177077,nan,Friedrichshain-Kreuzberg,Kreuzberg
886089002,11002002,0202,Checkpoint Ali,Wiener Straße,nan,nan,nan,52.4982415,13.4288427,nan,Friedrichshain-Kreuzberg,Kreuzberg
939667458,11001001,0105,Media Point,Föhrer Straße,nan,nan,nan,52.5416669,13.3494233,nan,Mitte,Wedding
947968184,11002002,0202,HEIM Getränke2,Körtestraße,nan,nan,nan,52.4904132,13.4102485,Mo-Su 09:00-23:00,Friedrichshain-Kreuzberg,Kreuzberg
947978148,11002002,0202,C@ll Shop,Körtestraße,nan,nan,nan,52.4894565,13.4084449,Mo-Su 09:00-24:00,Friedrichshain-Kreuzberg,Kreuzberg
948655799,11008008,0804,Wirkaufenbastlerfahrzeuge.de,Köpenicker Straße,nan,nan,nan,52.4213368,13.5031786,nan,Neukölln,Rudow
959231215,11002002,0202,Arslan's Mix,Urbanstraße,nan,nan,nan,52.4916744,13.4143561,Mo-Fr 07:00-19:00; Sa 08:00-19:00,Friedrichshain-Kreuzberg,Kreuzberg
960164645,11001001,0102,Tante Emma Laden,Huttenstraße,nan,nan,nan,52.5288187,13.317796,nan,Mitte,Moabit
966564742,11001001,0101,Getränkekiosk,Brunnenstraße,nan,nan,nan,52.5318464,13.3992362,Mo-Sa 10:00-21:00,Mitte,Mitte
975312186,11001001,0101,BisSpäter,Neue Promenade,nan,nan,nan,52.5227533,13.4012964,nan,Mitte,Mitte
1015808330,11002002,0202,Eylauer Markt,Eylauer Straße,+49 7809 7463,nan,nan,52.4871348,13.3747709,nan,Friedrichshain-Kreuzberg,Kreuzberg
1028138858,11008008,0801,Backshop Tabak&Presse,Reuterstraße,nan,nan,nan,52.4885157,13.4287783,nan,Neukölln,Neukölln
1032978607,11011011,1110,Lotto und Zeitschriften Friese,Landsberger Allee,nan,nan,nan,52.5355242,13.4963824,Mo-Sa 07:00-20:00,Lichtenberg,Alt-Hohenschönhausen
1045536192,11007007,0701,Momega,Feurigstraße,nan,nan,nan,52.4813582,13.3499269,nan,Tempelhof-Schöneberg,Schöneberg
1092674698,11002002,0201,Natura Organics,Kopernikusstraße,nan,nan,nan,52.5102561,13.454931,nan,Friedrichshain-Kreuzberg,Friedrichshain
1095435039,11003003,0301,Asia Mini Shop,Danziger Straße,nan,nan,nan,52.5402467,13.4158448,nan,Pankow,Prenzlauer Berg
1100350416,11003003,0301,Danziger Express,Danziger Straße,nan,nan,nan,52.5394809,13.4238961,nan,Pankow,Prenzlauer Berg
1102313854,11006006,0604,Lotto Kiosk,Teltower Damm,nan,nan,nan,52.4310434,13.2594594,nan,Steglitz-Zehlendorf,Zehlendorf
1109675825,11008008,0801,Asien Supermarkt Hao Cai Lei,Karl-Marx-Straße,nan,nan,nan,52.4854176,13.4268834,Mo-Sa 10:00-19:30,Neukölln,Neukölln
1140906805,11002002,0201,Ellîka Spätkauf,Neue Bahnhofstraße,nan,nan,nan,52.5065512,13.4698185,nan,Friedrichshain-Kreuzberg,Friedrichshain
1140914372,11002002,0201,City Kiosk,Seumestraße,nan,nan,nan,52.5100791,13.4620544,Mo-Fr 10:00-18:00+; Sa 10:00-15:00; Su off,Friedrichshain-Kreuzberg,Friedrichshain
1140926746,11002002,0201,K Mini Markt,Straße der Pariser Kommune,nan,nan,nan,52.5157165,13.4399122,nan,Friedrichshain-Kreuzberg,Friedrichshain
1140927943,11002002,0201,Spätkauf am Ostbahnhof,Erich-Steinfurth-Straße,nan,nan,nan,52.5110245,13.4356582,24/7,Friedrichshain-Kreuzberg,Friedrichshain
1140930611,11002002,0201,Spätshop 68,Petersburger Straße,nan,nan,nan,52.519883,13.4516496,09:00-24:00,Friedrichshain-Kreuzberg,Friedrichshain
1147244150,11003003,0301,dicker Hermann,Straßburger Straße,nan,nan,nan,52.5315376,13.4153398,nan,Pankow,Prenzlauer Berg
1161375510,11001001,0106,Jüli Späti,Jülicher Straße,nan,nan,nan,52.5534498,13.3921872,nan,Mitte,Gesundbrunnen
1165884653,11008008,0801,I ♥️ Drink's Kiosk,Reuterstraße,nan,nan,nan,52.4870859,13.4291663,nan,Neukölln,Neukölln
1181625810,11002002,0201,Esperanto,Simon-Dach-Straße,nan,nan,nan,52.5091058,13.4555933,nan,Friedrichshain-Kreuzberg,Friedrichshain
1207272598,11012012,1208,"Beyer, Antje, Tabakwaren, Zeitschriften",Zabel-Krüger-Damm,nan,nan,http://www.pointoo.de/poi/Berlin/Antje-Beyer-Tabakwaren-Zeitschriften-2440408.html,52.6138552,13.3440574,nan,Reinickendorf,Lübars
1213234319,11003003,0301,Gleim Shop,Gleimstraße,nan,nan,nan,52.5469795,13.4071727,Mo-Sa 00:00-24:00,Pankow,Prenzlauer Berg
1229435273,11004004,0401,Borsa,Wilmersdorfer Straße,nan,nan,nan,52.5102675,13.3053735,"Mo-Sa 07:00-20:00; Su,PH off",Charlottenburg-Wilmersdorf,Charlottenburg
1258615840,11002002,0201,Spätshop,Landsberger Allee,nan,nan,nan,52.5236611,13.4391265,nan,Friedrichshain-Kreuzberg,Friedrichshain
1259381388,11011011,1112,Minimarkt Mura,Weitlingstraße,nan,nan,nan,52.5014008,13.4934074,"Mo-Fr 07:00-23:00; Sa,Su,PH 08:00-23:00",Lichtenberg,Rummelsburg
1269798909,11001001,0105,Kiosk 21,Otawistraße,nan,nan,nan,52.5541616,13.3397118,Mo-Fr 07:00-19:00; Sa 07:00-16:00,Mitte,Wedding
1293209218,11011011,1103,Minimarkt,Fanningerstraße,nan,nan,nan,52.5143319,13.4929949,Mo-Fr 08:00-20:00; Sa 08:00-19:00,Lichtenberg,Lichtenberg
1300143980,11002002,0202,Lotto-Presse-Tabak Wielannd,Mehringplatz,nan,nan,nan,52.4992718,13.3904983,nan,Friedrichshain-Kreuzberg,Kreuzberg
1305230438,11004004,0401,Sultan Shop,Guerickestraße,nan,nan,nan,52.518017,13.3168638,nan,Charlottenburg-Wilmersdorf,Charlottenburg
1311121901,11004004,0401,Iran Shop,Kantstraße,nan,nan,nan,52.5062656,13.3113681,Mo-Sa 10:00-19:00,Charlottenburg-Wilmersdorf,Charlottenburg
1320138052,11002002,0202,Eis Mari,Reichenberger Straße,nan,nan,nan,52.4980049,13.4211603,nan,Friedrichshain-Kreuzberg,Kreuzberg
1327231904,11002002,0202,Bioladen,Graefestraße,nan,nan,nan,52.4916836,13.4169394,Mo-Fr 09:00-19:00; Sa 09:00-15:00,Friedrichshain-Kreuzberg,Kreuzberg
1336690073,11009009,0910,The 25 hours STORE,Bahnhofstraße,nan,nan,nan,52.4574104,13.5780299,nan,Treptow-Köpenick,Köpenick
1336954992,11003003,0301,GP Getränkepartner,Danziger Straße,nan,nan,nan,52.5358545,13.4344178,nan,Pankow,Prenzlauer Berg
1344436749,11007007,0702,Spätkauf,Hähnelstraße,+49 30 55522715,nan,nan,52.4757373,13.3398915,"Mo-Th 10:00-23:00; Fr,Sa 10:00-01:00",Tempelhof-Schöneberg,Friedenau
1345222866,11002002,0202,The Shop's,Lausitzer Platz,nan,nan,nan,52.5006355,13.4316495,Mo-Sa 11:00-00:00,Friedrichshain-Kreuzberg,Kreuzberg
1346939765,11002002,0202,Spätkauf Olive,Adalbertstraße,nan,nan,nan,52.5029232,13.4202891,nan,Friedrichshain-Kreuzberg,Kreuzberg
1356032933,11002002,0202,Asia Super Shop,Lindenstraße,nan,nan,nan,52.5030129,13.3956038,Mo-Fr 10:00-19:00; Sa 10:00-19:00,Friedrichshain-Kreuzberg,Kreuzberg
1356471635,11007007,0701,Kevser,Rubensstraße,nan,nan,nan,52.4708586,13.3439672,nan,Tempelhof-Schöneberg,Schöneberg
1372320330,11008008,0801,Spätkauf,Warthestraße,nan,nan,nan,52.4700074,13.4254726,Mo-Sa 08:00-20:00,Neukölln,Neukölln
1377854757,11002002,0202,Ela Spätkauf,Stresemannstraße,nan,nan,nan,52.5035281,13.3842362,"Mo-Fr 00:00-03:00,08:00-24:00; Sa,Su 00:00-04:00,08:00-24:00",Friedrichshain-Kreuzberg,Kreuzberg
1389043771,11003003,0301,City Spätkauf,Greifswalder Straße,nan,nan,nan,52.5295875,13.4258675,Mo-Su 10:00-01:00,Pankow,Prenzlauer Berg
1389419270,11001001,0101,M&J Nightshop,Torstraße,nan,nan,nan,52.5282926,13.3937035,nan,Mitte,Mitte
1419145185,11005005,0503,Die Kaffeerösterei,Nonnendammallee,nan,nan,nan,52.5368587,13.2704674,nan,Spandau,Siemensstadt
1458646421,11003003,0301,Back Späti,Schönhauser Allee,nan,nan,nan,52.5541857,13.4142353,"Mo-Th 08:30-23:00; Fr,Sa 07:00-01:00",Pankow,Prenzlauer Berg
1464069051,11002002,0201,Regenbogen,Frankfurter Allee,nan,nan,nan,52.5147081,13.4629142,24/7,Friedrichshain-Kreuzberg,Friedrichshain
1471202665,11001001,0105,Imbiss-Punjab;Punjab Spätkauf,Groninger Straße,nan,nan,nan,52.5531116,13.3620341,nan,Mitte,Wedding
1472157627,11008008,0801,Robinhood Store,Weserstraße,nan,nan,https://www.robinhood.store/,52.4884033,13.4270259,Mo-Sa 10:30-20:00,Neukölln,Neukölln
1500108107,11009009,0901,Junky's Point,Karl-Kunger-Straße,nan,nan,nan,52.4927794,13.4445307,24/7,Treptow-Köpenick,Alt-Treptow
1504564896,11002002,0201,Minas Brasil,Warschauer Straße,nan,nan,nan,52.509825,13.4517982,nan,Friedrichshain-Kreuzberg,Friedrichshain
1515489375,11001001,0105,Bioladen Café,Tegeler Straße,nan,nan,nan,52.5426837,13.3562697,Mo-Fr 10:00-18:00; Sa 09:00-17:00; Su 09:00-16:00,Mitte,Wedding
1531118797,11011011,1112,Nazar Getränkeshop,Irenenstraße,nan,nan,nan,52.5095164,13.4996572,Mo-Fr 08:00-18:00; Sa 08:00-13:00,Lichtenberg,Rummelsburg
1531118804,11011011,1101,Kiezladen,Zachertstraße,nan,nan,nan,52.5065556,13.5034289,Mo-Fr 07:00-22:00; Sa 08:00-22:00,Lichtenberg,Friedrichsfelde
1531989580,11009009,0910,My Späti,Alt-Köpenick,nan,nan,nan,52.4446573,13.5737799,"Mo-Th 09:00-01:00, Fr 09:00-02:00, Sa 09:00-24:00",Treptow-Köpenick,Köpenick
1574753265,11001001,0104,Niezuspäti,Potsdamer Straße,nan,nan,nan,52.5091184,13.3748093,nan,Mitte,Tiergarten
1575193680,11006006,0603,Onlinekasse Lankwitz,Kaiser-Wilhelm-Straße,nan,nan,nan,52.4339624,13.3413452,Mo-Fr 07:00-18:00; Sa 08:00-13:00,Steglitz-Zehlendorf,Lankwitz
1584563390,11003003,0301,Prenzlwood Späti 68,Danziger Straße,+49 163 4563325,nan,nan,52.5391505,13.4229654,Mo-Sa 12:00-00:00,Pankow,Prenzlauer Berg
1597742298,11001001,0102,Spätkauf,Birkenstraße,nan,nan,nan,52.5313486,13.3457172,nan,Mitte,Moabit
1614361190,11002002,0202,Lebensmittel Hillmann,Oranienstraße,nan,nan,nan,52.5006325,13.4220527,Mo-Fr 10:00-19:00; Sa 10:00-15:00,Friedrichshain-Kreuzberg,Kreuzberg
1625174234,11009009,0903,Kiez-Kiosk,Baumschulenstraße,nan,nan,nan,52.4655009,13.4866751,Mo-Fr 09:00-22:00+; Sa 12:00-20:00+,Treptow-Köpenick,Baumschulenweg
1633204905,11002002,0201,Hoa Mai Asia-Supermarkt,Frankfurter Allee,+49 30 27573632,nan,nan,52.513557,13.4740244,Mo-Sa 09:00-20:00; PH off,Friedrichshain-Kreuzberg,Friedrichshain
1637021706,11002002,0202,lieber Späti als nie,Oppelner Straße,nan,nan,nan,52.5000597,13.4408296,nan,Friedrichshain-Kreuzberg,Kreuzberg
1653339106,11001001,0101,Latino Point,Dircksenstraße,nan,nan,nan,52.5235713,13.4053774,Mo 12:00-16:00; Tu-Th 12:00-19:00; Fr 12:00-19:30; Sa 11:00-19:30; Su off,Mitte,Mitte
1668788004,11004004,0402,We Love Späti,Hanauer Straße,nan,nan,nan,52.476671,13.3200611,nan,Charlottenburg-Wilmersdorf,Wilmersdorf
1690437360,11011011,1111,Kiosk Tabakquelle,Anton-Saefkow-Platz,nan,nan,nan,52.5292651,13.470346,Mo-Fr 08:00-18:00; Sa 08:00-15:00,Lichtenberg,Fennpfuhl
1696709223,11003003,0301,Night & Daily,Greifswalder Straße,nan,nan,nan,52.533697,13.4306174,"Mo-Th,Su 10:00-02:00; Fr-Sa 10:00-03:00",Pankow,Prenzlauer Berg
1712622960,11006006,0601,Laws,Klingsorstraße,nan,nan,nan,52.4513964,13.3300295,nan,Steglitz-Zehlendorf,Steglitz
1713177124,11007007,0701,நாகம்மா புடவையகம்,Willmanndamm,nan,nan,nan,52.4902201,13.3615476,nan,Tempelhof-Schöneberg,Schöneberg
1781504927,11001001,0102,Lehrter Shop,Lehrter Straße,nan,nan,nan,52.5260626,13.3653911,"Mo-Fr 06:00-23:00; Sa 07:00-23:00; Su,PH 08:00-18:00",Mitte,Moabit
1790063505,11004004,0401,Lotto-Laden/Post Zeybek,Bismarckstraße,nan,nan,nan,52.5112515,13.2980069,"Mo-Sa 07:00-19:00, Su 07:00-18:00",Charlottenburg-Wilmersdorf,Charlottenburg
1795585824,11009009,0909,Tabakoweide,Rathenaustraße,nan,nan,nan,52.4588761,13.5271663,"Mo-Fr 06:00-18:00; PH,Su off; Sa 08:00-12:00",Treptow-Köpenick,Oberschöneweide
1812138865,11001001,0101,Mutlu,Am Zwirngraben,nan,nan,nan,52.5225239,13.4017753,nan,Mitte,Mitte
1814105912,11002002,0202,Central Coffee,Friedrichstraße,nan,nan,nan,52.5049337,13.3910364,nan,Friedrichshain-Kreuzberg,Kreuzberg
1831972687,11003003,0301,Vervielfältigungsservice Breitfeld,Rodenbergstraße,nan,nan,nan,52.550518,13.418591,Mo-Fr 09:30-18:00,Pankow,Prenzlauer Berg
1843136483,11003003,0301,Spektrum Lebensfreude,Erich-Weinert-Straße,nan,nan,nan,52.5495578,13.4238982,Mo-Fr 09:00-18:00; Sa 09:00-14:00,Pankow,Prenzlauer Berg
1845262965,11003003,0307,pir Getränke,Wollankstraße,nan,nan,nan,52.5647786,13.3942494,Mo-Fr 09:00-18:00; Sa 10:00-13:00,Pankow,Pankow
1847156092,11001001,0106,Tausend Dinge,Wollankstraße,nan,nan,nan,52.5637284,13.3923484,Mo-Fr 10:00-18:00; Sa 10:00-14:00,Mitte,Gesundbrunnen
1866365545,11001001,0102,Internet-Telecafe,Alt-Moabit,nan,nan,nan,52.5254005,13.3415781,"Mo-Su,PH 08:00-04:00",Mitte,Moabit
1875070756,11003003,0301,Späti Bro's,Prenzlauer Allee,nan,nan,nan,52.5348742,13.4220914,nan,Pankow,Prenzlauer Berg
1901112265,11007007,0701,Stein Metz Spätkauf,Steinmetzstraße,nan,nan,nan,52.4914731,13.3619397,Mo-Sa 09:00-24:00,Tempelhof-Schöneberg,Schöneberg
1909993568,11010010,1001,Eckert,Helene-Weigel-Platz,nan,nan,nan,52.527952,13.5377778,"Mo-Fr 05:30-19:30; Sa 07:00-19:00; Su,PH 08:00-16:00",Marzahn-Hellersdorf,Marzahn
1912183755,11001001,0102,GP GetränkeMarkt,Beusselstraße,nan,nan,nan,52.5324805,13.3287154,nan,Mitte,Moabit
1915589274,11007007,0701,Lotto Lotto,Maaßenstraße,nan,nan,nan,52.4979431,13.3540304,Mo-Sa 07:00-21:00; Su off,Tempelhof-Schöneberg,Schöneberg
1923316601,11008008,0801,cebe Werksverkauf,Sonnenallee,nan,nan,https://www.wilhelmreuss.com/,52.4724586,13.4592904,nan,Neukölln,Neukölln
1923320817,11008008,0804,Milchhof Mendler,Lettberger Straße,nan,nan,https://www.milchhof-mendler.de/,52.4107485,13.5184591,nan,Neukölln,Rudow
1928636123,11003003,0301,Spätkauf,Choriner Straße,nan,nan,https://www.leute-am-teute.de/2013/01/25/spatkauf-in-der-choriner-strase/,52.5328558,13.4070136,"Mo,Sa 18:00+; Tu-Fr 08:00+; Su 10:00+",Pankow,Prenzlauer Berg
1943486650,11002002,0201,Can Kiosk,Kopernikusstraße,nan,nan,nan,52.5101636,13.4554347,nan,Friedrichshain-Kreuzberg,Friedrichshain
1947086939,11002002,0202,Späti Alte Apotheke,Solmsstraße,nan,nan,nan,52.4906122,13.3925282,nan,Friedrichshain-Kreuzberg,Kreuzberg
1948899764,11004004,0401,Sidar Mini Market,Spandauer Damm,nan,nan,nan,52.518686,13.2877301,nan,Charlottenburg-Wilmersdorf,Charlottenburg
1965863431,11002002,0202,Spätverkauf und Internet,Wiener Straße,nan,nan,nan,52.4968006,13.4331118,nan,Friedrichshain-Kreuzberg,Kreuzberg
1966836915,11004004,0401,Micha's Marktplatz,Guerickestraße,nan,nan,nan,52.5176047,13.3179411,Mo-Fr 05:30-15:30; Sa 07:00-13:30,Charlottenburg-Wilmersdorf,Charlottenburg
1979735269,11004004,0402,Weltladen A Janela,Emser Straße,+49 30 88680877,info@ajanela.de,https://www.ajanela.de/,52.4965201,13.3198419,Di-Fr 10:00-19:00; Sa 11:00-16:00,Charlottenburg-Wilmersdorf,Wilmersdorf
1979799014,11009009,0907,Sibir,Dörpfeldstraße,+49 176 62062793,nan,nan,52.439069,13.5509485,Mo-Fr 12:00-19:00; Sa 10:00-15:00,Treptow-Köpenick,Adlershof
1980987092,11002002,0201,Kiez Shop,Frankfurter Allee,nan,nan,nan,52.5149112,13.4648549,24/7,Friedrichshain-Kreuzberg,Friedrichshain
1981140798,11011011,1103,Mini Markt,Normannenstraße,nan,nan,nan,52.515992,13.4824955,"Mo-Sa 08:00-21:00; Su, PH off",Lichtenberg,Lichtenberg
1985536781,11004004,0402,Automatico,Holsteinische Straße,nan,nan,https://www.automatico.store/,52.4909025,13.325004,24/7,Charlottenburg-Wilmersdorf,Wilmersdorf
1988000838,11001001,0105,Jashims Tante-Emma-Laden,Otawistraße,nan,nan,nan,52.5537373,13.3391054,"PH,Mo-Su 07:00-12:00,14:00-23:00",Mitte,Wedding
1988055925,11001001,0105,Isi's Kiosk,Transvaalstraße,nan,nan,nan,52.5524245,13.3420165,nan,Mitte,Wedding
2013009721,11008008,0801,Burcak 36,Kottbusser Damm,nan,nan,nan,52.4950407,13.4210778,nan,Neukölln,Neukölln
2018958606,11006006,0604,Reformhaus Demski,Onkel-Tom-Straße,nan,ot@demski.de,https://demski.de/filialen/onkel-tom-strasse/,52.4494832,13.2519251,Mo-Fr 09:00-19:00; Sa 08:30-14:00,Steglitz-Zehlendorf,Zehlendorf
2018959799,11006006,0604,Reformhaus Demski,Fischerhüttenstraße,nan,fi@demski.de,https://demski.de/filialen/fischerhuettenstrasse/,52.4420764,13.2410664,Mo-Fr 09:00-19:00; Sa 09:00-14:00,Steglitz-Zehlendorf,Zehlendorf
2029768594,11004004,0401,Kantshop,Kantstraße,nan,nan,nan,52.5065814,13.3119339,Mo-Sa 09:00-22:00; Su off,Charlottenburg-Wilmersdorf,Charlottenburg
2072375894,11007007,0701,Kaiser Kiosk,Hauptstraße,nan,nan,nan,52.4869402,13.35674,24/7,Tempelhof-Schöneberg,Schöneberg
2072853940,11008008,0801,Späti International,Weserstraße,nan,nan,nan,52.486351,13.4350101,nan,Neukölln,Neukölln
2082394911,11004004,0401,Späti 1920,Leibnizstraße,nan,nan,nan,52.506901,13.313768,nan,Charlottenburg-Wilmersdorf,Charlottenburg
2086361730,11002002,0202,Zossener Eck Kiosk,Zossener Straße,nan,nan,nan,52.4911812,13.3945116,nan,Friedrichshain-Kreuzberg,Kreuzberg
2095900342,11004004,0402,Tabakfreunde,Brandenburgische Straße,nan,nan,nan,52.4994253,13.3074996,nan,Charlottenburg-Wilmersdorf,Wilmersdorf
2098290154,11006006,0603,Reformhaus Demski,Kaiser-Wilhelm-Straße,nan,kw@demski.de,https://demski.de/filialen/kaiser-wilhelm-strasse/,52.4355659,13.3449495,Mo-Fr 09:00-18:30; Sa 09:00-14:00,Steglitz-Zehlendorf,Lankwitz
2131565441,11006006,0601,Feinkost Häusler,Albrechtstraße,+49 30 79016131,nan,https://www.polskashop.de/,52.4554898,13.32583,Mo-Fr 09:00-18:00; Sa 09:00-14:00,Steglitz-Zehlendorf,Steglitz
2148260152,11003003,0307,Flora Bäckerei & Spätkauf,Florastraße,nan,nan,nan,52.5657292,13.3969445,nan,Pankow,Pankow
2158243123,11004004,0405,Kiosk am Funkturm,Rognitzstraße,nan,nan,nan,52.5096638,13.2840145,nan,Charlottenburg-Wilmersdorf,Westend
2245080185,11008008,0801,Lotto-Tabak-Shop,Hermannstraße,+49 30 93958000,nan,nan,52.4663491,13.4323085,Mo-Su 05:00-20:00,Neukölln,Neukölln
2266759473,11002002,0202,Aqua Getränke- und Weinhandlung,Gneisenaustraße,nan,nan,nan,52.4909141,13.3961061,nan,Friedrichshain-Kreuzberg,Kreuzberg
2273485076,11011011,1109,Tabak-Presse-Lotto,Rostocker Straße,nan,nan,nan,52.5745542,13.5094063,nan,Lichtenberg,Neu-Hohenschönhausen
2281112713,11004004,0401,Quadro 7,Helmholtzstraße,nan,nan,nan,52.5217854,13.3253486,Mo-Fr 06:00-19:00; Sa 08:00-18:00,Charlottenburg-Wilmersdorf,Charlottenburg
2283016893,11004004,0405,Der Kiezladen,Königin-Elisabeth-Straße,nan,nan,nan,52.5173986,13.2808959,"Mo-Fr 07:00-20:00; Sa 08:00-20:00; Su,PH off",Charlottenburg-Wilmersdorf,Westend
2285962041,11007007,0703,Kısmet Market,Manteuffelstraße,nan,nan,nan,52.4593252,13.3765862,Mo-Sa 08:00-20:00,Tempelhof-Schöneberg,Tempelhof
2287699197,11001001,0101,Asia Markt,Alte Jakobstraße,nan,nan,nan,52.51037,13.408449,nan,Mitte,Mitte
2290594738,11008008,0801,Tabak-Lotto,Okerstraße,nan,nan,nan,52.474102,13.4267209,nan,Neukölln,Neukölln
2296927807,11003003,0307,Doppelpack Handels GmbH,Heynstraße,nan,nan,http://www.doppel-pack.de/,52.564078,13.4025395,Mo-Fr 08:00-18:00; Sa 09:00-16:00,Pankow,Pankow
2297383210,11001001,0105,Ultra Kiosk,Antonstraße,nan,nan,nan,52.5465572,13.3624695,Mo-Sa 08:00-20:00,Mitte,Wedding
2301610392,11001001,0105,Sen Market,Schulstraße,nan,nan,nan,52.5500185,13.3644884,nan,Mitte,Wedding
2301610475,11001001,0105,Späti 65,Reinickendorfer Straße,nan,nan,nan,52.5520262,13.3667233,nan,Mitte,Wedding
