id,clinic_name,address,district,district_id,neighborhood,neighborhood_id,lor_id,latitude,longitude,geometry,operating_hours,contact_info,accessibility_features,data_source,source_osm_id,has_minimum_info
4080579671,Dr. med. vet. Susann Zimmer,"Weerthstraße 10, 12489.0 Berlin",Treptow-Köpenick,11009009,Adlershof,0907,re_ortsteil.0907,52.4346817,13.544154,POINT (13.544154 52.4346817),"Mo 10:00-12:00,16:00-18:00, Tu 10:00-12:00,16:00-19:00, We 10:00-12:00, Th 16:00-19:00, Fr 10:00-12:00,16:00-18:00; PH off",phone: +49 30 67 132 67,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/4080579671,True
4137973040,Tierpraxis Dr. Gerriets,"Morgensternstraße 16, 12207.0 Berlin",Steglitz-Zehlendorf,11006006,Lichterfelde,0602,re_ortsteil.0602,52.4259329,13.3186185,POINT (13.3186185 52.425932899999985),"Mo 10:00-13:00,17:00-19:00; Tu 10:00-12:00; We 17:00-19:00; Th 10:00-12:00; Fr 10:00-12:00",phone: +49 30 7724027; web: https://www.tierpraxis-drgerriets.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/4137973040,True
4174131466,Tierarztpraxis Dr. med. vet. Joachim Kirchner,"Florastraße 43, 13187.0 Berlin",Pankow,11003003,Pankow,0307,re_ortsteil.0307,52.5661672,13.4090789,POINT (13.4090789 52.5661672),"Mo-Fr 14:00-18:00; Tu,Th 09:00-12:00,14:00-18:00",phone: +49 30 49 50 09 49; email: info@tierarzt-in-pankow.de; web: http://www.tierarzt-in-pankow.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/4174131466,True
4366353588,Tierarztpraxis Am Westend,"Sophie-Charlotten-Straße, 14059 Berlin",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,re_ortsteil.0401,52.5179456,13.2866144,POINT (13.2866144 52.5179456),"Mo,Tu,Th,Fr 10:00-13:00,17:00-19:00; We,Sa 10:00-13:00",phone: +4930 3228 247; email: info@tierarztamwestend.de; web: https://www.tierarztamwestend.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/4366353588,True
4412304406,Tierarztpraxis Alexandra Sypitzki,"Sesenheimer Straße 15, 10627.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,re_ortsteil.0401,52.5105206,13.3075345,POINT (13.3075345 52.5105206),Mo-Fr 08:30+,phone: +49 30 78957110; web: https://www.tierarztpraxis-sypitzki.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/4412304406,True
4686885506,Tierarztpraxis Dr. Dorothea Werning,"Lindenthaler Allee 6, 14163.0 Berlin",Steglitz-Zehlendorf,11006006,Zehlendorf,0604,re_ortsteil.0604,52.4358777,13.2310121,POINT (13.2310121 52.4358777),"Mo, Tu, Th 10:00-13:00, 17:00-19:00; We 10:00-13:00, 17:00-20:00; Fr 10:00-17:00",phone: +49 30 8025009; web: https://www.tierarztpraxis-mexikoplatz.de/de/index.html,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/4686885506,True
4709401189,Tiergesundheitszentrum,"Heinrich-Dathe-Platz, 10319 Berlin",Lichtenberg,11011011,Friedrichsfelde,1101,re_ortsteil.1101,52.4981659,13.5208894,POINT (13.5208894 52.4981659),"Mo-Sa 10:00-12:00, Mo-Fr 15:00-19:00, Sa 10:00-12:00; PH off",,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/4709401189,True
4715820728,Kleintierpraxis Jan Schneider,"Großbeerenstraße 169-171, 12277.0 Berlin",Tempelhof-Schöneberg,11007007,Mariendorf,0704,re_ortsteil.0704,52.428896,13.3758384,POINT (13.3758384 52.428896),"Mo,We,Fr 10:00-13:00,15:00-19:00; Tu,Th 17:00-21:00; Sa-Su 11:00-14:00",phone: +49 30 29032092; web: https://www.kleintierpraxis-schneider.com/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/4715820728,True
4789962778,Tierarztpraxis Oldenburger Straße,"Oldenburger Straße 44, 10551.0 Berlin",Mitte,11001001,Moabit,0102,re_ortsteil.0102,52.5289464,13.3357023,POINT (13.3357023 52.5289464),"Mo 10:00-12:00,15:00-18:00; Tu 10:00-14:00,18:00-20:00; We 10:00-12:00,15:00-18:00; Th 10:00-14:00,18:00-20:00; Fr 10:00-12:00,15:00-18:00; Sa 09:00-11:00",phone: +49303951555; web: https://www.tierarztpraxis-oldenburger-strasse.de,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/4789962778,True
4809992565,Tierarztpraxis am Burgerpark,"Wilhelm-Kuhr-Straße 1, 13187.0 Berlin",Pankow,11003003,Pankow,0307,re_ortsteil.0307,52.5694182,13.4001258,POINT (13.4001258 52.56941819999999),"Mo,We 14:00-19:00; Tu,Th 09:00-14:00; Fr 10:00-15:00",phone: +49 30 48479400; web: https://www.tierarzt-pankow.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/4809992565,True
5029362624,Wattstraße 10,"Wattstraße 10, 13629.0",Spandau,11005005,Siemensstadt,0503,re_ortsteil.0503,52.5373732,13.2664047,POINT (13.2664047 52.5373732),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/5029362624,True
5090019016,Tierarztpraxis,"Max-Steinke-Straße 2, 13086.0 Berlin",Pankow,11003003,Weißensee,0302,re_ortsteil.0302,52.5488636,13.4513273,POINT (13.4513273 52.5488636),"Mo-Fr 09:00-11:00, Mo,Tu,Th,Fr 16:00-18:00, Sa 10:00-12:00",phone: +49 30 9252160,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/5090019016,True
5166206721,Kleintierpraxis Ralf Boxhammer,"Zingster Straße 5, 13051.0",Lichtenberg,11011011,Neu-Hohenschönhausen,1109,re_ortsteil.1109,52.5640461,13.5033148,POINT (13.5033148 52.5640461),,phone: +49 30 9206644; web: http://www.ta-boxhammer.de,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/5166206721,True
5190500390,Tierarztpraxis Ralf Neuer,"Fischerinsel 2, 10179.0 Berlin",Mitte,11001001,Mitte,0101,re_ortsteil.0101,52.5140108,13.408851,POINT (13.408851 52.5140108),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/5190500390,True
5297162644,Vets for cats,"Bayerischer Platz 2, 10779.0 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,0701,re_ortsteil.0701,52.4897098,13.3392413,POINT (13.3392413 52.4897098),"Mo-Fr 09:00-20:00; We 09:00-14:00; Sa,Su 10:00-12:00; PH off",phone: +49 30 34398877; email: info@vetsforcats.de; web: https://www.vetsforcats.de/,limited,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/5297162644,True
5326151790,Tierarztpraxis Lenk,Schönfließer Straße 1,Pankow,11003003,Prenzlauer Berg,0301,re_ortsteil.0301,52.5502349,13.408248,POINT (13.408248 52.5502349),"Mo-Fr 08:00-19:00, Sa 09:00-18:00, Su 10:00-18:00",phone: +49304469769; email: info@tierarztpraxis-lenk.de; web: https://tierarztpraxis-lenk.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/5326151790,True
5357470034,Tierarztpraxis am Mauerpark,"Gleimstraße, 10437 Berlin",Pankow,11003003,Prenzlauer Berg,0301,re_ortsteil.0301,52.5470756,13.4082736,POINT (13.4082736 52.5470756),Mo-Fr 09:00-19:00,,limited,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/5357470034,True
5424941690,Chung & Wahle,"Hauptstraße 89, 12159.0 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,0701,re_ortsteil.0701,52.4751968,13.3401022,POINT (13.3401022 52.4751968),"Mo,Fr 09:00-18:00; Tu,Th 09:00-20:00; We,Sa 09:00-14:00",phone: +49 30 8593215; email: info@tierarztpraxis-chung-wahle.com; web: https://tierarztpraxis-chung-wahle.com/,limited,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/5424941690,True
5514404517,Tierarztpraxis Dr. Klaus Lendner,"Fuggerstraße, 10777 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,0701,re_ortsteil.0701,52.4990938,13.344571,POINT (13.344571 52.4990938),"Mo,Tu,Th,Fr 09:00-12:00,16:00-19:00; We,Sa 09:00-12:00",,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/5514404517,True
5554342322,Martyna Pohnke Tierarzt,Ostpreußendamm 65,Steglitz-Zehlendorf,11006006,Lichterfelde,0602,re_ortsteil.0602,52.4212925,13.3101216,POINT (13.3101216 52.421292499999986),"Mo-Fr 09:00-12:00, Mo 16:00-19:00, Th 16:00-20:00",phone: +49 30 75765970,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/5554342322,True
5733901242,Dr. Miriam Oczipka,"Mindener Straße 22, 10589.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,re_ortsteil.0401,52.5247542,13.3008749,POINT (13.3008749 52.5247542),"Mo-Fr 09:00-12:00,16:00-19:00; Sa 11:00-13:00",phone: +49303441864,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/5733901242,True
5762374254,Dr. med. vet. Sven Albrecht,"Baumschulenstraße 34, 12437.0 Berlin",Treptow-Köpenick,11009009,Baumschulenweg,0903,re_ortsteil.0903,52.4637752,13.4852571,POINT (13.4852571 52.4637752),"Mo,We,Fr 09:00-12:00,15:00-19:00; Tu,Th 09:00-12:00,13:00-15:00",,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/5762374254,True
6270311794,Dr. Wegeler,"Rangsdorfer Straße, 12307 Berlin",Tempelhof-Schöneberg,11007007,Lichtenrade,0706,re_ortsteil.0706,52.3889212,13.3905608,POINT (13.3905608 52.3889212),"""nach Vereinbarung""",phone: +49 307956044,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/6270311794,True
6344954141,Tierarztpraxis Hohenzollerndamm 3,"Hohenzollerndamm 3, 10717.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,re_ortsteil.0402,52.4954404,13.3293192,POINT (13.3293192 52.4954404),"Mo-Tu,Th-Fr 10:00-12:30,17:00-19:00; We 18:00-20:00; Sa 11:00-13:00",phone: +49 30 88679111; email: tierarztpraxis@hohenzollerndamm-3.de; web: https://tierarztpraxis-hohenzollerndamm-3.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/6344954141,True
6449519970,Tierarztpraxis Anke Meeuw,"Ehrlichstraße 23, 10318 Berlin",Lichtenberg,11011011,Karlshorst,1102,re_ortsteil.1102,52.4800707,13.5205309,POINT (13.5205309 52.4800707),"Mo,We 09:00-19:00; Tu 07:30-14:00; Th 10:00-21:00; Fr 09:00-12:00; Sa 10:00-15:00",phone: +49 30 96 59 96 52; email: praxis@tierarzt-karlshorst.info; web: http://www.tierarzt-karlshorst.info/willkommen.html,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/6449519970,True
6470421529,Tierarztpraxis Sonnenallee,"Sonnenallee 204, 12059.0 Berlin",Neukölln,11008008,Neukölln,0801,re_ortsteil.0801,52.4748376,13.4534973,POINT (13.4534973 52.4748376),"Mo-Fr 09:00-12:00,16:00-20:00; Sa 11:00-13:00 || ""und nach Vereinbarung""",phone: +49 30 6814455; email: post@tierarztpraxis-sonnenallee.de; web: https://tierarztpraxis-sonnenallee.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/6470421529,True
6509362833,Tierarztpraxis Laskawy,"Bänschstraße 58, Berlin",Friedrichshain-Kreuzberg,11002002,Friedrichshain,0201,re_ortsteil.0201,52.5177488,13.4661107,POINT (13.4661107 52.5177488),"Mo,We 14:00-19:00; Tu,Th 08:00-13:00; Fr 08:00-13:00,14:00-19:00",phone: +49 30 4267684; web: http://www.laskawy-berlin.de,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/6509362833,True
6603772445,neko Tiergesundheit,Provinzstraße 47,Reinickendorf,11012012,Reinickendorf,1201,re_ortsteil.1201,52.5687932,13.3794234,POINT (13.3794234 52.5687932),"Mo 15:00-18:00, Tu 10:00-13:00, We 10:00-15:00, Fr 10:00-15:00, Tu 15:00-19:00, Th 15:00-19:00",phone: +49 30 54814390; web: https://www.neko-tiergesundheit.de,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/6603772445,True
6705031970,Kleintierpraxis Dirk Oschika,"Krossener Straße 35A, 10245.0 Berlin",Friedrichshain-Kreuzberg,11002002,Friedrichshain,0201,re_ortsteil.0201,52.5094514,13.4645357,POINT (13.4645357 52.5094514),"Mo,Tu,Th 09:00-11:00,15:00-19:00",phone: +49 30 2946333; web: http://www.doschika.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/6705031970,True
6982811309,Vogelpraxis,"Mierendorffstraße 23, 10589.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,re_ortsteil.0401,52.5241017,13.3024823,POINT (13.3024823 52.5241017),,phone: +49 30 34902843; email: info@vogelpraxis.de; web: https://vogelpraxis.de/,limited,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/6982811309,True
7211094992,Rex Tierarztpraxis,"Greifswalder Straße 204, 10405.0 Berlin",Pankow,11003003,Prenzlauer Berg,0301,re_ortsteil.0301,52.5333026,13.4292251,POINT (13.4292251 52.5333026),Mo-Fr 08:00-20:00; Sa 09:00-16:00,,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7211094992,True
7227468226,Fahrpraxis Feske,"Allmendeweg 116, 13509.0 Berlin",Reinickendorf,11012012,Tegel,1202,re_ortsteil.1202,52.6047279,13.298452,POINT (13.298452 52.604727899999986),"Mo-Fr 08:00-20:00 open ""telefonisch erreichbar""",phone: +49 30 40571512; web: https://www.tierarzt-feske.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7227468226,True
7310483025,Tierarztpraxis Claudia Handke,"Danziger Straße 15, 10435.0 Berlin",Pankow,11003003,Prenzlauer Berg,0301,re_ortsteil.0301,52.5407903,13.4154364,POINT (13.4154364 52.5407903),"Mo,Th,Fr 10:00-12:00, Tu,We 10:00-15:00, Mo 16:00-20:00, Th 16:00-19:00, Fr 16:00-18:00, Sa 11:00-13:00",phone: +49 30 4421760; email: post@tierarztpraxis-prenzlauerberg.de; web: https://www.tierarztpraxis-prenzlauerberg.de,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7310483025,True
7326193661,Dr. Angelika Block,"Westfälische Straße, 10709 Berlin",Charlottenburg-Wilmersdorf,11004004,Halensee,0407,re_ortsteil.0407,52.4955514,13.2968989,POINT (13.2968989 52.4955514),"Mo-Tu 10:00-12:00,16:00-18:30; We 16:00-18:30; Th-Fr 10:00-12:00,16:00-18:30; Sa 10:00-12:00",web: http://ta-block.weebly.com,limited,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7326193661,True
7478178484,Lorenz,"Oberhofer Weg, 12209 Berlin",Steglitz-Zehlendorf,11006006,Lichterfelde,0602,re_ortsteil.0602,52.4183404,13.3320075,POINT (13.3320075 52.4183404),,web: https://www.tierarzt-lichterfelde.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7478178484,True
7546074503,Wolf & Tiger,"Lauterstraße 12, 12159.0 Berlin",Tempelhof-Schöneberg,11007007,Friedenau,0702,re_ortsteil.0702,52.4726236,13.33503,POINT (13.33503 52.4726236),,phone: +49 175 7366718; web: https://www.wolfandtiger.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7546074503,True
7609585407,Tierarztpraxis Denisse Barrera,"Karl-Marx-Straße 133, 12043.0 Berlin",Neukölln,11008008,Neukölln,0801,re_ortsteil.0801,52.4774124,13.439113,POINT (13.439113 52.4774124),Mo-Sa 16:00-20:00,phone: +49 30 6812161,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7609585407,True
7617449010,Angelika Weber,"Kundrystraße 2, 12159.0 Berlin",Tempelhof-Schöneberg,11007007,Friedenau,0702,re_ortsteil.0702,52.4741292,13.3293259,POINT (13.3293259 52.474129199999986),"Mo-Sa 10:00-12:00, Tu 16:00-19:00, Su 13:00-14:00",,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7617449010,True
7623775572,Tierarztpraxis S. Lattermann,"Transvaalstraße 14, 13351.0 Berlin",Mitte,11001001,Wedding,0105,re_ortsteil.0105,52.5519001,13.3411969,POINT (13.3411969 52.5519001),"Mo,We 08:00-14:00,13:30-18:30; Tu,Th-Fr 14:00-20:00; PH closed",phone: +49 30 45290790; web: http://www.tierarzt-wedding.de/,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7623775572,True
7643245687,Tierarztpraxis Otto Suhr,"Otto-Suhr-Allee, 10585 Berlin",Charlottenburg-Wilmersdorf,11004004,Charlottenburg,0401,re_ortsteil.0401,52.5150531,13.3130502,POINT (13.3130502 52.51505310000001),Mo-Fr 09:00-19:00,,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7643245687,True
7746191786,,"Goethestraße, 13158 Berlin",Pankow,11003003,Wilhelmsruh,0313,re_ortsteil.0313,52.5877876,13.3651552,POINT (13.3651552 52.5877876),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7746191786,True
7747019462,Tierarztpraxis B. Migdal,"Grazer Platz 12, 12157.0 Berlin",Tempelhof-Schöneberg,11007007,Schöneberg,0701,re_ortsteil.0701,52.4667894,13.3465937,POINT (13.3465937 52.4667894),"Mo,We 10:00-16:00; Tu,Th 16:00-20:00; Fr 12:00-18:00",,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7747019462,True
7776123991,Silke Sanft,"Florastraße 6, 12163.0 Berlin",Steglitz-Zehlendorf,11006006,Steglitz,0601,re_ortsteil.0601,52.4613066,13.3269746,POINT (13.3269746 52.4613066),"Mo,Tu,Th,Fr 09:00-19:00; We,Sa 09:00-12:00",web: http://www.tierarztpraxis-sanft.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7776123991,True
7777530635,Tierarztpraxis Rex,"Südwestkorso 11a, 12161.0 Berlin",Tempelhof-Schöneberg,11007007,Friedenau,0702,re_ortsteil.0702,52.474559,13.3227841,POINT (13.3227841 52.474559),"""Sprechzeiten nach Vereinbarung""",web: https://www.rex.app/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7777530635,True
7813575354,Tierarztpraxis am Schlachtensee,"Breisgauer Straße 3, 14129.0 Berlin",Steglitz-Zehlendorf,11006006,Zehlendorf,0604,re_ortsteil.0604,52.4391475,13.215708,POINT (13.215708 52.43914749999998),"Mo-Th 09:00-13:00; We,Fr 14:00-18:00; Sa 10:00-14:00",phone: +49 30 80905830; email: info@tierarztpraxis-am-schlachtensee.de; web: https://www.tierarztpraxis-am-schlachtensee.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7813575354,True
7937984201,Tierarztpraxis am Hermannplatz,"Lucy-Lameck-Straße 1, 12049.0 Berlin",Neukölln,11008008,Neukölln,0801,re_ortsteil.0801,52.4863263,13.4233555,POINT (13.4233555 52.4863263),,web: https://www.tierarztpraxis-am-hermannplatz.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7937984201,True
7978440760,Dr. L. Chelminski,"Residenzstraße, 13409 Berlin",Reinickendorf,11012012,Reinickendorf,1201,re_ortsteil.1201,52.5691003,13.3612016,POINT (13.3612016 52.5691003),"Mo-Tu,Th-Fr,Su 08:30-11:00,15:30-17:30",phone: +49 30 4954038,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/7978440760,True
8000786185,Tierarztpraxis PD Dr. med. vet. Thomas Göbel,"Blissestraße 68, 10713.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,re_ortsteil.0402,52.4789701,13.3200646,POINT (13.3200646 52.4789701),,web: https://www.tierarzt-goebel.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/8000786185,True
8068408243,Berliner Tierarztpraxis,"Mansfelder Straße 19, 10713.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,re_ortsteil.0402,52.4888413,13.3110131,POINT (13.3110131 52.4888413),,web: https://www.berliner-tierarztpraxis.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/8068408243,True
8068513185,Naturheilkunde für Tiere,"Bornimer Straße 6, 10711.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Halensee,0407,re_ortsteil.0407,52.4961991,13.2853794,POINT (13.2853794 52.496199099999984),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/8068513185,True
8330198884,Tierärztliche Gemeinschaftspraxis Blessing & Richter,"Quickborner Straße 76, 13439.0 Berlin",Reinickendorf,11012012,Märkisches Viertel,1210,re_ortsteil.1210,52.6045044,13.3664162,POINT (13.3664162 52.6045044),Mo-Fr 09:00-19:00; Sa 09:00-11:00; Su off,phone: +49 30 40710151; email: info@ta-blessing-richter.de; web: https://ta-blessing-richter.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/8330198884,True
8330236501,Katharina Dralle,"Rotdornstraße 7, 12161.0 Berlin",Tempelhof-Schöneberg,11007007,Friedenau,0702,re_ortsteil.0702,52.4709098,13.3254977,POINT (13.3254977 52.4709098),,phone: +49 30 8527705; web: https://www.dr-dralle-berlin.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/8330236501,True
8357625079,Tierarztpraxis Matthias Müller,"Berliner Straße 11, 13467.0 Berlin",Reinickendorf,11012012,Hermsdorf,1206,re_ortsteil.1206,52.6139984,13.316783,POINT (13.316783 52.6139984),"Mo-Fr 11:00-13:00, 18:00-20:00; Sa-Su11:00-13:00; PH 11:00-13:00",phone: +49 30 4034440; web: https://tierarzt-matthiasmueller.de/,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/8357625079,True
8579480418,Tierarztpraxis Galina Schirow GmbH,"Bartningallee 5, 10557.0 Berlin",Mitte,11001001,Hansaviertel,0103,re_ortsteil.0103,52.5189471,13.3427257,POINT (13.3427257 52.5189471),"Mo-Fr 10:00-13:00,16:00-19:00",phone: +49 30 39886966; web: https://www.vetpraxis-schirow.de/,limited,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/8579480418,True
8691573555,Dr. Kurt Helmich;Dr. Dieter Oelke,"Kufsteiner Straße 22, 10825.0 Berlin",Charlottenburg-Wilmersdorf,11004004,Wilmersdorf,0402,re_ortsteil.0402,52.4854474,13.3367552,POINT (13.3367552 52.4854474),,web: https://tiermedizinzentrum.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/8691573555,True
8844721918,Am Schlosspark,"Dietzgenstraße 28, 13156 Berlin",Pankow,11003003,Niederschönhausen,0311,re_ortsteil.0311,52.5826045,13.40387,POINT (13.40387 52.5826045),"Mo-Fr 10:00-12:00,16:00-19:00; Sa 10:00-12:00",phone: +49 30 475 316 93; web: https://tierarzt-schlosspark.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/8844721918,True
8850856432,Tierärztliche Gemeinschaftspraxis für Kleintiere,"Birnhornweg 3, 12107.0 Berlin",Tempelhof-Schöneberg,11007007,Mariendorf,0704,re_ortsteil.0704,52.4240806,13.3948851,POINT (13.3948851 52.4240806),,,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/8850856432,True
9038458603,Tierärzte-Kreuzberg,"Liegnitzer Straße 19, 10999.0 Berlin",Friedrichshain-Kreuzberg,11002002,Kreuzberg,0202,re_ortsteil.0202,52.4929733,13.4338357,POINT (13.4338357 52.4929733),"Mo-Fr 10:00-24:00,16:00-20:00; PH,Sa,Su 10:00-24:00",phone: +49 30 6126474; email: tierarztpraxis.liegnitzerstr@t-online.de; web: http://www.tieraerzte-kreuzberg.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/9038458603,True
9166121510,Tierarztpraxis Dr. Dirk Mauch,"Elsa-Brändström-Straße 13, 13189.0 Berlin",Pankow,11003003,Pankow,0307,re_ortsteil.0307,52.5600099,13.4154386,POINT (13.4154386 52.56000989999998),,phone: +49 30 4710133; web: http://www.elsavet.de/,yes,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/9166121510,True
9221860122,Tierarztpraxis am Amalienpark,"Breite Straße 2a, 13187 Berlin",Pankow,11003003,Pankow,0307,re_ortsteil.0307,52.5721186,13.4135786,POINT (13.4135786 52.57211860000001),"Mo,Tu,Th 09:00-12:00,15:00-18:00; We 09:00-12:00; Fr 09:00-15:00",web: https://www.tierarztpraxis-amalienpark.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/9221860122,True
9238314072,Tierarztpraxis Sarah Watson,"Altenbraker Straße 29, 12051.0 Berlin",Neukölln,11008008,Neukölln,0801,re_ortsteil.0801,52.468653,13.4330363,POINT (13.4330363 52.468653),"We,Fr 09:00-15:00; Sa 10:00-12:00; Mo 09:00-17:00; Tu,Th 11:00-19:00",phone: +49 30 6257209; email: info@tierarzt-watson.de; web: https://www.tierarzt-watson.de/,no,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/9238314072,True
9396508717,4 Pfoten,"Fanningerstraße 27, 10365.0 Berlin",Lichtenberg,11011011,Lichtenberg,1103,re_ortsteil.1103,52.5143907,13.4951561,POINT (13.4951561 52.5143907),"Mo 09:00-12:00,16:00-18:00; Tu 17:00-20:00; We 09:00-12:00; Th 09:00-12:00,16:00-18:00; Fr 09:00-12:00,14:00-16:00",phone: +49 30 553 15 72; web: https://www.praxis4pfoten.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/9396508717,True
9400600599,Tierarztpraxis Friedrichshain,"Auerstraße 44, 10249.0 Berlin",Friedrichshain-Kreuzberg,11002002,Friedrichshain,0201,re_ortsteil.0201,52.5208823,13.4462478,POINT (13.4462478 52.5208823),Mo 09:00-15:00; Tu-We 12:00-15:00; Th 10:30-15:00; Fr 09:00-15:00,phone: +49 30 78 08 34 85; web: https://www.tierarztpraxis-friedrichshain.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/9400600599,True
9432134789,Praxis für Kleintiermedizin Janine Lenk,"Eschengraben 47, 13189.0 Berlin",Pankow,11003003,Pankow,0307,re_ortsteil.0307,52.556357,13.4245524,POINT (13.4245524 52.556357),"Mo,Tu,Th 13:00-19:00; We 17:00-21:00; Fr 10:00-14:00",phone: +49 30 91203200; web: https://www.kleintiermedizin-lenk.de,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/9432134789,True
9456247850,Peter Vogel,Finowstraße 14,Friedrichshain-Kreuzberg,11002002,Friedrichshain,0201,re_ortsteil.0201,52.5111185,13.4668484,POINT (13.4668484 52.5111185),"Tu, We 10:00-15:00; Th 10:00-12:00; Mo, Fr 10:00-12:00, 16:00-19:00",phone: +49 30 29776835; web: https://www.drpetervogel.de/,,"OSM amenity=veterinary, Berlin, fetched via OSMNX latest snapshot",node/9456247850,True
